chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	121482979	1	1	2
1	144007049	249224388	2	1	3
2	12784	17966249	1	1	2
2	17971960	18206219	1	0	1
2	18206413	243089456	1	1	2
3	60345	197896118	1	1	2
4	12281	1090625	1	1	2
4	1091062	1294961	11	5	16
4	1297569	1538614	1	1	2
4	1539392	1706463	1	0	1
4	1710255	2343402	10	0	10
4	2343851	2478521	25	0	25
4	2478671	2816132	16	1	17
4	2824322	52717469	1	1	2
4	52718083	53091460	2	1	3
4	53091623	93594451	1	1	2
4	93594878	95112673	2	1	3
4	95118757	95905449	1	1	2
4	95912221	96260778	2	1	3
4	96263663	96412143	1	1	2
4	96414322	97615471	2	1	3
4	97618880	98243280	1	1	2
4	98243379	99131361	2	1	3
4	99131619	99745339	1	1	2
4	99748137	104064429	2	1	3
4	104075273	107284567	1	1	2
4	107286050	191027923	2	1	3
5	15532	180790320	1	1	2
6	149661	75961808	1	1	2
6	75964913	77135331	1	0	1
6	77135969	171051005	1	1	2
7	43259	159127004	1	1	2
8	31254	146298155	1	1	2
9	46587	71119414	1	1	2
9	71119738	141091394	1	0	1
10	72759	135506704	1	1	2
11	198572	16451097	1	1	2
11	16454093	16878455	1	0	1
11	16880592	68862630	1	1	2
11	68863324	69388907	11	0	11
11	69391327	69699946	19	0	19
11	69699980	70170992	10	1	11
11	70171624	134944770	1	1	2
12	150442	133778189	1	1	2
13	19026949	115108397	1	1	2
14	19002124	48411414	1	1	2
14	48412285	48713049	1	0	1
14	48713510	64177159	1	1	2
14	64179182	66426190	1	0	1
14	66427214	67379042	1	1	2
14	67385728	68553422	1	0	1
14	68556431	80728839	1	1	2
14	80730147	81506244	1	0	1
14	81510122	107285437	1	1	2
15	20016328	102469040	1	1	2
16	60777	70827888	1	1	2
16	70833899	71202489	2	1	3
16	71202797	90287535	1	1	2
17	526	81049726	1	1	2
18	48133	78015057	1	1	2
19	90910	18821938	2	1	3
19	18822588	59097854	1	1	2
20	61305	62956153	1	1	2
21	10736871	48096957	2	1	3
22	16052528	51234455	1	1	2
