chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	66835258	1	1	2
1	66836649	69198303	2	1	3
1	69199692	121482979	1	1	2
1	144007049	146528521	2	1	3
1	146528706	160705619	1	1	2
1	160710243	162799884	2	1	3
1	162802615	249224388	1	1	2
2	12784	5588041	1	1	2
2	5588619	26778286	1	0	1
2	26779079	152869924	1	1	2
2	152870132	153694694	2	1	3
2	153694696	160626622	1	1	2
2	160626898	161908442	2	1	3
2	161909369	201615336	1	1	2
2	201616145	210873824	2	1	3
2	210877120	212492589	3	1	4
2	212492708	243089456	2	1	3
3	60345	93557881	1	0	1
3	93558926	173273402	1	1	2
3	173276758	174563997	2	1	3
3	174564602	191277601	1	1	2
3	191280103	197896118	1	0	1
4	12281	1196238	1	1	2
4	1197146	2907269	3	1	4
4	2908955	44908413	1	1	2
4	44909241	45137731	2	0	2
4	45139673	104385495	1	1	2
4	104388220	191027923	1	0	1
5	15532	60229718	1	1	2
5	60238442	180790320	1	0	1
6	149661	10514445	0	0	0
6	10514492	98432531	1	1	2
6	98436660	127234280	1	0	1
6	127235563	131579177	1	1	2
6	131580300	171051005	1	0	1
7	43259	6955310	2	0	2
7	6960802	11073002	1	0	1
7	11073640	17464427	2	0	2
7	17464630	47394916	1	0	1
7	47396298	97844578	1	1	2
7	97845431	104893565	2	1	3
7	104897225	159127004	1	1	2
8	31254	4505928	1	0	1
8	4511361	4841024	0	0	0
8	4842010	19475214	1	0	1
8	19475762	19577740	2	0	2
8	19578252	41135769	1	0	1
8	41137442	90202928	2	1	3
8	90202984	98293652	3	1	4
8	98295060	107606729	5	1	6
8	107606826	124972613	4	1	5
8	124973679	132614679	5	1	6
8	132617311	141561415	4	1	5
8	141562457	143434402	3	1	4
8	143445802	145232393	3	2	5
8	145232410	146298155	5	2	7
9	46587	89269261	1	1	2
9	89270480	97212025	1	0	1
9	97212196	141091394	1	1	2
10	72759	60251720	1	1	2
10	60254706	60971994	2	1	3
10	60973472	65315486	1	1	2
10	65321988	117767919	1	0	1
10	117770584	135506704	1	1	2
11	198572	79453396	1	1	2
11	79456134	101584390	2	1	3
11	101584875	130532804	1	0	1
11	130533577	134944770	2	1	3
12	150442	4027103	2	1	3
12	4027322	31554315	1	1	2
12	31556065	32851364	2	1	3
12	32851417	44263923	1	1	2
12	44271951	57267333	1	0	1
12	57267634	99772061	1	1	2
12	99775537	133778189	1	0	1
13	19026949	23994263	1	0	1
13	23996255	32636448	1	1	2
13	32638174	38821970	1	0	1
13	38824549	40918496	1	1	2
13	40918639	42136002	2	1	3
13	42136383	99367148	1	1	2
13	99367796	100811937	2	1	3
13	100813484	115108397	1	1	2
14	19002124	24539763	1	1	2
14	24540412	28128425	1	0	1
14	28128594	29114516	1	1	2
14	29114516	56401767	1	0	1
14	56401927	107285437	2	0	2
15	20016328	102469040	1	0	1
16	60777	58864544	1	1	2
16	58867855	69887010	1	0	1
16	69888085	82544119	2	1	3
16	82545793	90287535	1	1	2
17	526	52981853	1	0	1
17	52981964	54069043	3	0	3
17	54072892	64979917	1	0	1
17	64982090	71084112	2	0	2
17	71085352	71337745	5	0	5
17	71345064	81049726	2	0	2
18	48133	23141976	1	1	2
18	23144197	34776198	1	0	1
18	34779168	35804120	2	0	2
18	35807862	78015057	1	0	1
19	90910	23982328	1	0	1
19	23983297	30085145	1	1	2
19	30090164	31989842	2	1	3
19	31989889	34320854	4	1	5
19	34322097	35958865	2	1	3
19	35960896	43290773	1	1	2
19	43294390	44589016	2	1	3
19	44589716	47492777	1	1	2
19	47499748	57073442	1	0	1
19	57074106	59097854	2	0	2
20	61305	45225018	1	1	2
20	45226021	62956153	1	0	1
21	10736871	16295354	2	1	3
21	16295457	17488996	3	2	5
21	17489003	27459674	3	1	4
21	27459742	31380561	2	1	3
21	31380739	48096957	1	0	1
22	16052528	28335246	1	1	2
22	28337618	51234455	2	1	3
