chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	1	790008	1.0	1.0	2.0
1	790009	1127334	1.0	1.0	2.0
1	1127335	1455335	3.0	1.0	4.0
1	1455336	1455454	3.0	1.0	4.0
1	1455455	1457624	1.0	1.0	2.0
1	1457625	2845507	1.0	1.0	2.0
1	2845508	2848453	1.0	1.0	2.0
1	2848454	5499613	1.0	1.0	2.0
1	5499614	5578820	1.0	1.0	2.0
1	5578821	6536760	1.0	1.0	2.0
1	6536761	6779580	2.0	1.0	3.0
1	6779581	23578745	1.0	1.0	2.0
1	23578746	23916582	2.0	1.0	3.0
1	23916583	26911394	1.0	1.0	2.0
1	26911395	27859986	0.0	0.0	0.0
1	27859987	28212906	2.0	1.0	3.0
1	28212907	28379800	0.0	0.0	0.0
1	28379801	28496020	1.0	0.0	1.0
1	28496021	29581482	1.0	0.0	1.0
1	29581483	29582885	0.0	0.0	0.0
1	29582886	29615984	6.0	1.0	7.0
1	29615985	29617619	6.0	1.0	7.0
1	29617620	29627468	6.0	1.0	7.0
1	29627469	29629983	6.0	1.0	7.0
1	29629984	29641463	6.0	1.0	7.0
1	29641464	29690000	5.0	1.0	6.0
1	29690001	29820200	5.0	1.0	6.0
1	29820201	30191049	5.0	1.0	6.0
1	30191050	30296201	3.0	1.0	4.0
1	30296202	30308148	3.0	1.0	4.0
1	30308149	30667642	3.0	1.0	4.0
1	30667643	30848800	2.0	1.0	3.0
1	30848801	30973311	1.0	1.0	2.0
1	30973312	31027600	1.0	1.0	2.0
1	31027601	31889769	1.0	1.0	2.0
1	31889770	34590978	2.0	1.0	3.0
1	34590979	49350200	1.0	1.0	2.0
1	49350201	49423200	1.0	1.0	2.0
1	49423201	49959200	1.0	1.0	2.0
1	49959201	50040001	1.0	1.0	2.0
1	50040002	50273663	1.0	1.0	2.0
1	50273664	50311800	1.0	1.0	2.0
1	50311801	53582499	1.0	1.0	2.0
1	53582500	53594400	2.0	1.0	3.0
1	53594401	60410167	1.0	1.0	2.0
1	60410168	60805660	1.0	0.0	1.0
1	60805661	60805907	1.0	0.0	1.0
1	60805908	121289393	1.0	0.0	1.0
1	128900000	144911861	1.0	1.0	2.0
1	144911862	149147742	1.0	1.0	2.0
1	149147743	150218174	1.0	1.0	2.0
1	150218175	150517949	2.0	1.0	3.0
1	150517950	150744937	3.0	2.0	5.0
1	150744938	150819546	4.0	2.0	6.0
1	150819547	151268885	4.0	2.0	6.0
1	151268886	151371409	4.0	4.0	8.0
1	151371410	151811323	4.0	2.0	6.0
1	151811324	151903457	5.0	3.0	8.0
1	151903458	152065782	4.0	3.0	7.0
1	152065783	152127428	4.0	3.0	7.0
1	152127429	152139260	2.0	2.0	4.0
1	152139261	152139294	2.0	2.0	4.0
1	152139295	152146354	2.0	2.0	4.0
1	152146355	152612346	2.0	1.0	3.0
1	152612347	155041201	1.0	1.0	2.0
1	155041202	156158400	2.0	2.0	4.0
1	156158401	156249001	1.0	1.0	2.0
1	156249002	157083679	1.0	1.0	2.0
1	157083680	158636359	1.0	1.0	2.0
1	158636360	158930001	1.0	1.0	2.0
1	158930002	159005000	1.0	1.0	2.0
1	159005001	159565400	1.0	1.0	2.0
1	159565401	159640600	2.0	2.0	4.0
1	159640601	162368800	1.0	1.0	2.0
1	162368801	162595696	1.0	1.0	2.0
1	162595697	164109800	1.0	1.0	2.0
1	164109801	164322400	1.0	1.0	2.0
1	164322401	166475800	1.0	1.0	2.0
1	166475801	169709800	1.0	1.0	2.0
1	169709801	169979400	1.0	1.0	2.0
1	169979401	173295200	1.0	1.0	2.0
1	173295201	173833037	1.0	1.0	2.0
1	173833038	173833744	1.0	1.0	2.0
1	173833745	192672500	1.0	1.0	2.0
1	192672501	193301260	1.0	1.0	2.0
1	193301261	193303724	1.0	1.0	2.0
1	193303725	204766769	1.0	1.0	2.0
1	204766770	205766180	1.0	1.0	2.0
1	205766181	206235712	2.0	1.0	3.0
1	206235713	206264831	1.0	1.0	2.0
1	206264832	209501800	1.0	1.0	2.0
1	209501801	211244943	1.0	1.0	2.0
1	211244944	211245243	1.0	1.0	2.0
1	211245244	212770705	1.0	1.0	2.0
1	212770706	212771836	1.0	1.0	2.0
1	212771837	216019994	1.0	1.0	2.0
1	216019995	216563000	1.0	1.0	2.0
1	216563001	216750008	1.0	1.0	2.0
1	216750009	219197000	1.0	1.0	2.0
