chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	1	39368997	2.0	2.0	4.0
1	39368998	39369125	2.0	2.0	4.0
1	39369126	85998651	2.0	2.0	4.0
1	85998652	85998667	2.0	2.0	4.0
1	85998668	92148525	2.0	2.0	4.0
1	92148526	92154800	2.0	2.0	4.0
1	92154801	121499999	2.0	2.0	4.0
1	121500000	128899999	2.0	2.0	4.0
1	128900000	142545938	2.0	2.0	4.0
1	142545939	143334200	2.0	2.0	4.0
1	143334201	143531165	2.0	2.0	4.0
1	143531166	150878000	2.0	2.0	4.0
1	150878001	150879656	2.0	2.0	4.0
1	150879657	156995079	2.0	2.0	4.0
1	156995080	156995127	2.0	2.0	4.0
1	156995128	211175058	2.0	2.0	4.0
1	211175059	211430114	3.0	2.0	5.0
1	211430115	215593410	2.0	2.0	4.0
1	215593411	215604744	2.0	2.0	4.0
1	215604745	241586229	2.0	2.0	4.0
1	241586230	241587116	2.0	2.0	4.0
1	241587117	241587631	2.0	1.0	3.0
1	241587632	247249600	2.0	1.0	3.0
1	247249601	249250620	2.0	1.0	3.0
2	20016	2920493	2.0	1.0	3.0
2	2920494	5590174	1.0	1.0	2.0
2	5590175	10842154	2.0	1.0	3.0
2	10842155	10963420	1.0	1.0	2.0
2	10963421	31370501	2.0	1.0	3.0
2	31370502	32852177	1.0	1.0	2.0
2	32852178	32852404	1.0	1.0	2.0
2	32852405	32853265	1.0	1.0	2.0
2	32853266	32856168	1.0	1.0	2.0
2	32856169	32856188	1.0	1.0	2.0
2	32856189	35691208	1.0	1.0	2.0
2	35691209	35703770	1.0	1.0	2.0
2	35703771	35703827	1.0	1.0	2.0
2	35703828	62128123	1.0	1.0	2.0
2	62128124	62128481	1.0	1.0	2.0
2	62128482	66093612	1.0	1.0	2.0
2	66093613	66095592	1.0	1.0	2.0
2	66095593	69783528	1.0	1.0	2.0
2	69783529	83782821	2.0	1.0	3.0
2	83782822	83782837	2.0	1.0	3.0
2	83782838	90499999	2.0	1.0	3.0
2	90500000	96799999	2.0	1.0	3.0
2	96800000	152837139	2.0	1.0	3.0
2	152837140	152876855	2.0	1.0	3.0
2	152876856	177697823	2.0	1.0	3.0
2	177697824	178495687	2.0	2.0	4.0
2	178495688	179080056	2.0	1.0	3.0
2	179080057	179270050	2.0	2.0	4.0
2	179270051	184904482	2.0	1.0	3.0
2	184904483	185037462	2.0	2.0	4.0
2	185037463	188902546	2.0	1.0	3.0
2	188902547	188904065	2.0	1.0	3.0
2	188904066	189034723	2.0	1.0	3.0
2	189034724	242985493	2.0	1.0	3.0
3	67023	31737340	2.0	0.0	2.0
3	31737341	31853778	0.0	0.0	0.0
3	31853779	36294800	2.0	0.0	2.0
3	36294801	75595579	2.0	0.0	2.0
3	75595580	75772601	2.0	0.0	2.0
3	75772602	87899999	2.0	0.0	2.0
3	94078580	94180933	2.0	1.0	3.0
3	94180934	136642744	2.0	2.0	4.0
3	136642745	136673852	2.0	1.0	3.0
3	136673853	150557657	2.0	2.0	4.0
3	150557658	150557828	2.0	2.0	4.0
3	150557829	198022429	2.0	2.0	4.0
4	42231	21917797	4.0	2.0	6.0
4	21917798	21917997	4.0	2.0	6.0
4	21917998	29463603	4.0	2.0	6.0
4	29463604	29488801	4.0	2.0	6.0
4	29488802	47233968	4.0	2.0	6.0
4	47233969	48199999	5.0	2.0	7.0
4	52712500	69379782	2.0	1.0	3.0
