chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	1	54748713	2.0	2.0	4.0
1	54748714	54983711	3.0	2.0	5.0
1	54983712	121499999	2.0	2.0	4.0
1	121500000	128899999	2.0	2.0	4.0
1	128900000	143544202	2.0	2.0	4.0
1	143544203	162558384	2.0	2.0	4.0
1	162558385	162728829	2.0	1.0	3.0
1	162728830	247247500	2.0	2.0	4.0
1	247247501	249250620	2.0	2.0	4.0
2	42283	90499999	2.0	2.0	4.0
2	90500000	96799999	2.0	2.0	4.0
2	96800000	242951000	2.0	2.0	4.0
3	100074	75557500	2.0	0.0	2.0
3	75557501	79145117	2.0	0.0	2.0
3	79145118	79476395	2.0	2.0	4.0
3	79476396	79484182	2.0	1.0	3.0
3	79484183	80545897	2.0	1.0	3.0
3	80545898	81136742	2.0	2.0	4.0
3	81136743	81390250	2.0	1.0	3.0
3	81390251	81559894	2.0	2.0	4.0
3	81559895	83060157	3.0	2.0	5.0
3	83060158	83062221	2.0	2.0	4.0
3	83062222	84100666	2.0	2.0	4.0
3	84100667	84284092	2.0	2.0	4.0
3	84284093	84704316	2.0	2.0	4.0
3	84704317	84834639	2.0	2.0	4.0
3	84834640	85475493	2.0	2.0	4.0
3	85475494	86438981	2.0	2.0	4.0
3	86438982	86610300	3.0	2.0	5.0
3	86610301	87899999	2.0	2.0	4.0
3	93900000	94343848	3.0	2.0	5.0
3	94343849	108210491	4.0	2.0	6.0
3	108210492	108210773	4.0	2.0	6.0
3	108210774	109130087	4.0	2.0	6.0
3	109130088	146964108	3.0	2.0	5.0
3	146964109	147159159	3.0	3.0	6.0
3	147159160	148186471	3.0	2.0	5.0
3	148186472	148436085	4.0	2.0	6.0
3	148436086	150112499	4.0	2.0	6.0
3	150112500	150249282	3.0	2.0	5.0
3	150249283	150332222	4.0	2.0	6.0
3	150332223	150351899	4.0	2.0	6.0
3	150351900	151158698	3.0	2.0	5.0
3	151158699	151249119	4.0	2.0	6.0
3	151249120	198022429	3.0	2.0	5.0
4	27500	86295	4.0	2.0	6.0
4	86296	22259977	4.0	2.0	6.0
4	22259978	48199999	2.0	2.0	4.0
4	48200000	52699999	2.0	2.0	4.0
4	52700000	145825624	2.0	2.0	4.0
4	145825625	145999819	2.0	1.0	3.0
4	145999820	191154275	2.0	2.0	4.0
5	22500	292495	3.0	2.0	5.0
5	292496	764790	2.0	2.0	4.0
5	764791	791877	2.0	2.0	4.0
5	791878	814789	9.0	4.0	13.0
5	814790	842088	9.0	4.0	13.0
5	842089	846077	9.0	4.0	13.0
5	846078	909244	8.0	1.0	9.0
5	909245	1095179	2.0	2.0	4.0
5	1095180	1104753	8.0	2.0	10.0
5	1104754	1107970	8.0	2.0	10.0
5	1107971	1160748	3.0	2.0	5.0
5	1160749	1168517	2.0	2.0	4.0
5	1168518	1425145	10.0	2.0	12.0
5	1425146	1743704	2.0	2.0	4.0
5	1743705	1752211	2.0	2.0	4.0
5	1752212	1775001	10.0	1.0	11.0
5	1775002	2228621	2.0	2.0	4.0
5	2228622	2228996	2.0	2.0	4.0
5	2228997	3170674	2.0	2.0	4.0
5	3170675	3261997	6.0	2.0	8.0
5	3261998	3268508	3.0	2.0	5.0
5	3268509	3268821	3.0	2.0	5.0
5	3268822	3268833	2.0	2.0	4.0
5	3268834	3857032	2.0	2.0	4.0
5	3857033	4059850	6.0	2.0	8.0
5	4059851	4161407	2.0	2.0	4.0
5	4161408	4260796	6.0	2.0	8.0
5	4260797	4260861	6.0	2.0	8.0
5	4260862	4267229	6.0	2.0	8.0
5	4267230	4267892	6.0	2.0	8.0
5	4267893	4267984	2.0	2.0	4.0
5	4267985	4271824	2.0	2.0	4.0
5	4271825	4271868	2.0	2.0	4.0
5	4271869	4271998	2.0	2.0	4.0
5	4271999	4272895	2.0	2.0	4.0
5	4272896	4272947	2.0	2.0	4.0
5	4272948	4296562	2.0	2.0	4.0
5	4296563	4296709	6.0	2.0	8.0
5	4296710	4549929	6.0	2.0	8.0
5	4549930	4555012	3.0	2.0	5.0
5	4555013	4588780	6.0	2.0	8.0
5	4588781	4638931	4.0	2.0	6.0
5	4638932	4640925	4.0	2.0	6.0
5	4640926	14618712	2.0	2.0	4.0
5	14618713	14984188	10.0	2.0	12.0
5	14984189	15332167	2.0	2.0	4.0
5	15332168	15339112	2.0	2.0	4.0
5	15339113	15355861	2.0	2.0	4.0
5	15355862	15467839	9.0	1.0	10.0
5	15467840	16277092	2.0	2.0	4.0
5	16277093	16352445	6.0	2.0	8.0
5	16352446	18922021	2.0	2.0	4.0
5	18922022	19045249	3.0	2.0	5.0
5	19045250	19050544	2.0	2.0	4.0
5	19050545	19051365	2.0	2.0	4.0
5	19051366	19275046	2.0	2.0	4.0
5	19275047	19621039	3.0	2.0	5.0
5	19621040	20272267	3.0	2.0	5.0
5	20272268	20280434	3.0	2.0	5.0
5	20280435	20281166	3.0	2.0	5.0
5	20281167	20283327	3.0	2.0	5.0
5	20283328	20664318	3.0	2.0	5.0
5	20664319	21485088	2.0	2.0	4.0
5	21485089	22289833	3.0	2.0	5.0
5	22289834	22941980	2.0	2.0	4.0
5	22941981	23325826	6.0	2.0	8.0
5	23325827	23517118	2.0	2.0	4.0
5	23517119	23832255	10.0	2.0	12.0
5	23832256	24363971	2.0	2.0	4.0
5	24363972	24364312	2.0	2.0	4.0
5	24364313	41388757	2.0	2.0	4.0
5	41388758	41500250	2.0	1.0	3.0
5	41500251	46099999	2.0	2.0	4.0
5	46100000	50699999	2.0	2.0	4.0
5	50700000	50960932	2.0	2.0	4.0
5	50960933	51116943	6.0	2.0	8.0
5	51116944	52808254	2.0	2.0	4.0
5	52808255	54390574	3.0	2.0	5.0
5	54390575	54694749	2.0	2.0	4.0
5	54694750	54749078	2.0	2.0	4.0
5	54749079	54990664	3.0	2.0	5.0
5	54990665	54991142	3.0	2.0	5.0
5	54991143	54993041	3.0	2.0	5.0
5	54993042	54993218	3.0	3.0	6.0
5	54993219	54993352	3.0	3.0	6.0
5	54993353	54993990	3.0	3.0	6.0
5	54993991	54994092	3.0	3.0	6.0
5	54994093	54994112	3.0	3.0	6.0
5	54994113	54994242	3.0	3.0	6.0
5	54994243	54994648	3.0	3.0	6.0
5	54994649	54996072	3.0	3.0	6.0
5	54996073	54997129	3.0	3.0	6.0
5	54997130	54997181	3.0	3.0	6.0
5	54997182	55245670	3.0	2.0	5.0
5	55245671	55256702	2.0	2.0	4.0
5	55256703	55324903	2.0	2.0	4.0
5	55324904	55348067	10.0	2.0	12.0
5	55348068	55611342	2.0	2.0	4.0
5	55611343	55611505	2.0	2.0	4.0
5	55611506	55835273	2.0	2.0	4.0
5	55835274	55835522	2.0	2.0	4.0
5	55835523	55867982	2.0	2.0	4.0
5	55867983	56017404	5.0	2.0	7.0
5	56017405	56064856	5.0	2.0	7.0
5	56064857	56168162	2.0	2.0	4.0
5	56168163	56468674	2.0	2.0	4.0
5	56468675	56531257	10.0	2.0	12.0
5	56531258	56672124	2.0	2.0	4.0
5	56672125	56688190	2.0	2.0	4.0
5	56688191	69696819	2.0	2.0	4.0
5	69696820	88389529	2.0	2.0	4.0
5	88389530	88754915	2.0	1.0	3.0
5	88754916	180713424	2.0	2.0	4.0
6	39681	202776	2.0	2.0	4.0
6	202777	58699999	2.0	2.0	4.0
6	58700000	63299999	2.0	2.0	4.0
6	63300000	170932805	2.0	2.0	4.0
7	63865	57999999	2.0	2.0	4.0
7	58000000	61699999	2.0	2.0	4.0
7	61700000	77084802	2.0	2.0	4.0
7	77084803	77244106	2.0	1.0	3.0
7	77244107	77349419	2.0	0.0	2.0
7	77349420	77452746	2.0	1.0	3.0
7	77452747	86489171	2.0	2.0	4.0
7	86489172	86877431	2.0	1.0	3.0
7	86877432	88353916	2.0	2.0	4.0
7	88353917	88359794	2.0	2.0	4.0
7	88359795	135700275	2.0	2.0	4.0
7	135700276	135703394	2.0	2.0	4.0
7	135703395	139597882	2.0	2.0	4.0
7	139597883	155098403	2.0	1.0	3.0
7	155098404	155606173	24.0	2.0	26.0
7	155606174	156694178	2.0	1.0	3.0
7	156694179	157150491	24.0	2.0	26.0
