chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	15608877	1	0	1
1	15610004	230508888	1	1	2
1	230511904	235165684	1	0	1
1	235243184	249224388	1	1	2
2	12784	26049972	1	1	2
2	26055494	26978807	1	0	1
2	26984241	27985169	1	1	2
2	27988717	43779646	1	0	1
2	43779665	65795406	1	1	2
2	65795821	78211226	1	0	1
2	78211432	212896459	1	1	2
2	212896571	214163055	2	1	3
2	214163434	243089456	1	1	2
3	60345	58305318	1	1	2
3	58307359	59941792	2	1	3
3	59944246	138703902	1	1	2
3	138704292	139689078	1	0	1
3	139689253	149951535	1	1	2
3	149952124	152711889	1	0	1
3	152714754	195746771	1	1	2
3	195746813	197896118	1	0	1
4	12281	2512016	1	1	2
4	2512054	3355852	1	0	1
4	3362843	68423289	1	1	2
4	68424112	68498365	1	0	1
4	68498892	152791637	1	1	2
4	152791654	153252786	1	0	1
4	153253620	191027923	1	1	2
5	15532	53547920	1	1	2
5	53549403	55218676	1	0	1
5	55220050	56527661	0	0	0
5	56530483	57754298	1	0	1
5	57759862	70391253	1	1	2
5	70654072	72294534	1	0	1
5	72295604	172407791	1	1	2
5	172408532	172738812	1	0	1
5	172740329	180790320	1	1	2
6	149661	5520850	1	1	2
6	5520869	10724186	1	0	1
6	10724560	20705046	1	1	2
6	20710309	22799700	1	0	1
6	22800307	66939730	1	1	2
6	66941602	81509779	1	0	1
6	81515796	91299946	1	1	2
6	91301364	93321500	1	0	1
6	93329030	171051005	1	1	2
7	43259	159127004	1	1	2
8	31254	6111609	1	1	2
8	6111689	6768692	1	0	1
8	6770015	6825070	1	1	2
8	6825218	29174760	1	0	1
8	29174779	140438113	1	1	2
8	140444375	141188071	1	0	1
8	141188691	146298155	1	1	2
9	46587	120120800	1	1	2
9	120121273	120544688	2	1	3
9	120546258	141091394	1	1	2
10	72759	619156	1	1	2
10	619170	886909	1	0	1
10	894838	135506704	1	1	2
11	198572	70170992	1	1	2
11	70171624	72068897	1	0	1
11	72069556	99995282	1	1	2
11	99996041	101286996	2	1	3
11	101289569	114142085	1	1	2
11	114149436	118438801	1	0	1
11	118441297	134944770	1	1	2
12	150442	101472285	1	1	2
12	101474174	101871764	1	0	1
12	101874736	115087271	1	1	2
12	115088212	116717184	1	0	1
12	116718953	133778189	1	1	2
13	19026949	33071127	1	1	2
13	33071295	81289215	1	0	1
13	81289433	99495930	1	1	2
13	99496520	100203573	1	0	1
13	100205332	115108397	1	1	2
14	19002124	22420837	1	1	2
14	22421494	22947282	2	1	3
14	22947903	74191120	1	1	2
14	74192227	74738361	1	0	1
14	74738714	107285437	1	1	2
15	20016328	102469040	1	1	2
16	60777	19626563	1	1	2
16	19627623	21293428	1	0	1
16	21294737	71845894	1	1	2
16	71847284	90287535	1	0	1
17	526	7224921	1	1	2
17	7238128	7982607	1	0	1
17	7986618	41524186	1	1	2
17	41524791	42489629	1	0	1
17	42491373	81049726	1	1	2
18	48133	78015057	1	1	2
19	90910	37089656	1	1	2
19	37091682	52384402	1	0	1
19	52385300	59097854	1	1	2
20	61305	13382347	1	1	2
20	13382443	14439953	2	1	3
20	14442471	46302940	1	1	2
20	46305112	47551439	1	0	1
20	47555943	62956153	1	1	2
21	10736871	48096957	1	1	2
22	16052528	51234455	1	1	2
