chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	4998385	2	1	3
1	5001647	5081197	1	0	1
1	5087418	26999212	2	1	3
1	27014115	27241972	1	0	1
1	27242009	64299775	2	1	3
1	64300929	204837364	2	0	2
1	204841960	205279612	3	0	3
1	205281255	235486953	2	0	2
1	235489184	249224388	3	0	3
2	12784	33049522	1	1	2
2	33050816	36481330	2	1	3
2	36481968	46108511	1	1	2
2	46108945	46285300	1	0	1
2	46287554	81441042	1	1	2
2	81442038	84348532	2	1	3
2	84348628	114429211	1	1	2
2	114429573	117053126	2	1	3
2	117054882	221660407	1	1	2
2	221660614	222524920	2	1	3
2	222525017	243089456	1	1	2
3	60345	69887160	1	1	2
3	69887426	70036761	1	0	1
3	70037117	178300965	1	1	2
3	178303753	178739594	2	1	3
3	178739637	197896118	1	1	2
4	12281	109187227	1	1	2
4	109190563	109609294	2	1	3
4	109609309	177308667	1	1	2
4	177308851	191027923	1	0	1
5	15532	113073438	1	1	2
5	113076866	164323169	1	0	1
5	164326335	180442441	1	1	2
5	180442920	180790320	1	0	1
6	149661	41157344	1	1	2
6	41159153	171051005	1	0	1
7	43259	41652363	2	1	3
7	41652908	54558397	3	1	4
7	54561141	113049350	2	1	3
7	113055638	126378143	3	1	4
7	126378255	143574781	2	1	3
7	143575983	145308227	3	1	4
7	145308342	159127004	2	1	3
8	31254	50757060	1	1	2
8	50757155	146298155	2	1	3
9	46587	31699298	1	0	1
9	31699790	78370262	1	1	2
9	78370822	78551222	2	1	3
9	78556095	83872592	1	1	2
9	83873695	85010181	1	0	1
9	85013333	89638143	1	1	2
9	89641547	90481486	2	1	3
9	90482175	95292911	1	1	2
9	95293320	96045140	1	0	1
9	96050356	103636605	1	1	2
9	103636942	103842316	2	1	3
9	103844283	112401605	1	1	2
9	112401674	112460228	2	1	3
9	112460958	121732238	1	1	2
9	121734720	121821400	2	1	3
9	121824343	131717951	1	1	2
9	131718887	140493694	1	0	1
9	140511221	141091394	1	1	2
10	72759	16908131	1	0	1
10	16910457	135506704	1	1	2
11	198572	8719176	1	1	2
11	8722851	8822514	1	0	1
11	8824388	9917161	1	1	2
11	9917533	10261045	1	0	1
11	10261768	134944770	1	1	2
12	150442	133778189	1	1	2
13	19026949	115108397	1	1	2
14	19002124	107285437	1	0	1
15	20016328	33073580	1	1	2
15	33080450	33426003	1	0	1
15	33426091	102469040	1	1	2
16	60777	90287535	1	1	2
17	526	27772090	1	0	1
17	27779438	46927160	1	1	2
17	46931175	81049726	2	1	3
18	48133	77212913	1	1	2
18	77213155	78015057	1	0	1
19	90910	59097854	1	1	2
20	61305	62956153	1	1	2
21	10736871	48096957	1	1	2
22	16052528	32903246	1	1	2
22	32904538	33422506	2	1	3
22	33429708	36314893	1	1	2
22	36316304	36789444	2	1	3
22	36793118	48544615	1	1	2
22	48549592	48607329	2	1	3
22	48608068	51234455	1	1	2
