chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	10001	13780015	1.0	1.0	2.0
1	13780016	71711826	1.0	1.0	2.0
1	71711827	71713896	1.0	1.0	2.0
1	71713897	107803389	1.0	1.0	2.0
1	107803390	107803404	1.0	1.0	2.0
1	107803405	107805337	1.0	0.0	1.0
1	107805338	107805701	1.0	1.0	2.0
1	107805702	107806797	1.0	0.0	1.0
1	107806798	108080718	1.0	0.0	1.0
1	108080719	108081705	1.0	0.0	1.0
1	108081706	108082510	1.0	1.0	2.0
1	108082511	108234710	1.0	1.0	2.0
1	108234711	108235674	1.0	1.0	2.0
1	108235675	108237064	1.0	0.0	1.0
1	108237065	108430729	1.0	0.0	1.0
1	108430730	115526820	1.0	1.0	2.0
1	115526821	115530238	1.0	1.0	2.0
1	115530239	121360571	1.0	1.0	2.0
1	121360572	128899999	1.0	1.0	2.0
1	128900000	157345115	1.0	1.0	2.0
1	157345116	157461399	1.0	1.0	2.0
1	157461400	185311629	1.0	1.0	2.0
1	185311630	185312479	1.0	1.0	2.0
1	185312480	203962271	1.0	1.0	2.0
1	203962272	203963183	1.0	1.0	2.0
1	203963184	219007387	1.0	1.0	2.0
1	219007388	219008745	1.0	1.0	2.0
1	219008746	242352512	1.0	1.0	2.0
1	242352513	242353722	1.0	1.0	2.0
1	242353723	247247500	1.0	1.0	2.0
1	247247501	249250620	1.0	1.0	2.0
2	12821	23268251	1.0	1.0	2.0
2	23268252	23269653	1.0	1.0	2.0
2	23269654	50814424	1.0	1.0	2.0
2	50814425	50816644	1.0	1.0	2.0
2	50816645	52407927	1.0	1.0	2.0
2	52407928	52409011	1.0	1.0	2.0
2	52409012	64271382	1.0	1.0	2.0
2	64271383	64272426	1.0	1.0	2.0
2	64272427	64703089	1.0	1.0	2.0
2	64703090	64704761	1.0	1.0	2.0
2	64704762	81158451	1.0	1.0	2.0
2	81158452	81159941	1.0	1.0	2.0
2	81159942	81760802	1.0	1.0	2.0
2	81760803	81762556	1.0	1.0	2.0
2	81762557	89838674	1.0	1.0	2.0
2	89838675	89845665	1.0	1.0	2.0
2	89845666	96799999	1.0	1.0	2.0
2	96800000	97346907	1.0	1.0	2.0
2	97346908	97348633	1.0	1.0	2.0
2	97348634	97791556	1.0	1.0	2.0
2	97791557	129356977	1.0	1.0	2.0
2	129356978	131737105	1.0	0.0	1.0
2	131737106	134567171	1.0	1.0	2.0
2	134567172	134568057	1.0	1.0	2.0
2	134568058	169598454	1.0	1.0	2.0
2	169598455	169737334	1.0	0.0	1.0
2	169737335	169739733	1.0	1.0	2.0
2	169739734	169743474	1.0	1.0	2.0
2	169743475	169743880	1.0	1.0	2.0
2	169743881	170046208	1.0	1.0	2.0
2	170046209	170046226	1.0	1.0	2.0
2	170046227	170957706	1.0	1.0	2.0
2	170957707	170958568	1.0	1.0	2.0
2	170958569	174156619	1.0	1.0	2.0
2	174156620	174156652	1.0	1.0	2.0
2	174156653	174158308	1.0	1.0	2.0
2	174158309	175324787	1.0	0.0	1.0
2	175324788	175334455	1.0	1.0	2.0
2	175334456	175339285	1.0	1.0	2.0
2	175339286	175339362	1.0	1.0	2.0
2	175339363	175374660	1.0	1.0	2.0
2	175374661	175374843	1.0	1.0	2.0
2	175374844	179288083	1.0	1.0	2.0
2	179288084	182317775	1.0	1.0	2.0
2	182317776	182318988	1.0	1.0	2.0
2	182318989	185975595	1.0	1.0	2.0
2	185975596	185977572	1.0	1.0	2.0
2	185977573	187525822	1.0	1.0	2.0
2	187525823	187527467	1.0	1.0	2.0
2	187527468	190843058	1.0	1.0	2.0
2	190843059	190845368	1.0	1.0	2.0
2	190845369	223392008	1.0	1.0	2.0
2	223392009	223393099	1.0	1.0	2.0
2	223393100	226786801	1.0	1.0	2.0
2	226786802	226787957	1.0	1.0	2.0
2	226787958	229377388	1.0	1.0	2.0
2	229377389	229378335	1.0	1.0	2.0
2	229378336	242985493	1.0	1.0	2.0
3	100074	29100999	1.0	1.0	2.0
