chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	1	840008	1.0	1.0	2.0
1	840009	16688499	1.0	1.0	2.0
1	16688500	16776701	2.0	1.0	3.0
1	16776702	17510258	1.0	1.0	2.0
1	17510259	17599727	2.0	1.0	3.0
1	17599728	21655782	1.0	1.0	2.0
1	21655783	21713531	3.0	1.0	4.0
1	21713532	24182574	1.0	1.0	2.0
1	24182575	24336248	2.0	1.0	3.0
1	24336249	28883855	1.0	1.0	2.0
1	28883856	29529202	2.0	1.0	3.0
1	29529203	32855007	1.0	1.0	2.0
1	32855008	33647299	2.0	1.0	3.0
1	33647300	33647336	2.0	1.0	3.0
1	33647337	53303982	1.0	1.0	2.0
1	53303983	54690049	2.0	1.0	3.0
1	54690050	54690287	2.0	1.0	3.0
1	54690288	54818404	2.0	1.0	3.0
1	54818405	54820003	2.0	1.0	3.0
1	54820004	108039719	1.0	1.0	2.0
1	108039720	108044576	1.0	1.0	2.0
1	108044577	121499999	1.0	1.0	2.0
1	121500000	128899999	1.0	1.0	2.0
1	128900000	143536938	1.0	1.0	2.0
1	143536939	149714602	2.0	1.0	3.0
1	149714603	153239966	2.0	1.0	3.0
1	153239967	154074002	3.0	1.0	4.0
1	154074003	171722038	2.0	1.0	3.0
1	171722039	171914032	3.0	1.0	4.0
1	171914033	182869201	2.0	1.0	3.0
1	182869202	182998911	2.0	2.0	4.0
1	182998912	182999870	2.0	2.0	4.0
1	182999871	193197499	2.0	1.0	3.0
1	193197500	193235757	1.0	1.0	2.0
1	193235758	202096338	2.0	1.0	3.0
1	202096339	228720260	2.0	0.0	2.0
1	228720261	247247500	3.0	0.0	3.0
1	247247501	249250620	3.0	0.0	3.0
2	20016	3437749	1.0	1.0	2.0
2	3437750	3664742	2.0	1.0	3.0
2	3664743	11250003	1.0	1.0	2.0
2	11250004	11496056	2.0	1.0	3.0
2	11496057	11500659	2.0	1.0	3.0
2	11500660	12025026	2.0	1.0	3.0
2	12025027	17414799	1.0	1.0	2.0
2	17414800	18343547	2.0	1.0	3.0
2	18343548	26167140	1.0	1.0	2.0
2	26167141	27759089	2.0	1.0	3.0
2	27759090	49216039	1.0	1.0	2.0
2	49216040	49271277	2.0	1.0	3.0
2	49271278	64789937	1.0	1.0	2.0
2	64789938	65355009	2.0	1.0	3.0
2	65355010	67188892	1.0	1.0	2.0
2	67188893	68859980	3.0	1.0	4.0
2	68859981	70404789	2.0	1.0	3.0
2	70404790	70404886	2.0	1.0	3.0
