chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	8726939	1	1	2
1	8728978	9194303	2	1	3
1	9195193	25602931	1	1	2
1	25604466	31007180	1	0	1
1	31007472	52084461	1	1	2
1	52091502	52413254	2	1	3
1	52414771	117416938	1	1	2
1	117423339	117884055	2	1	3
1	117886211	121482979	1	1	2
1	144007049	145416115	3	1	4
1	145416584	145764406	1	0	1
1	145770639	146479430	2	1	3
1	146479610	156291026	5	1	6
1	156291365	156432159	2	1	3
1	156433183	161909599	5	1	6
1	161909963	163631840	3	1	4
1	163632666	164914203	5	1	6
1	164916219	202165545	3	1	4
1	202166695	208038596	4	1	5
1	208038684	211993043	3	1	4
1	211994214	219247150	4	1	5
1	219247211	249224388	3	1	4
2	12784	66866767	1	1	2
2	66868074	66977631	2	1	3
2	66985847	100274045	1	1	2
2	100275232	100497022	2	1	3
2	100501702	152904889	1	1	2
2	152905480	153080807	2	1	3
2	153083716	177687882	1	1	2
2	177689429	178103229	2	1	3
2	178103432	233425541	1	1	2
2	233426419	233763064	2	1	3
2	233763362	243089456	1	1	2
3	60345	61040890	1	1	2
3	61042788	61114716	3	1	4
3	61115120	145854066	1	1	2
3	145855446	145992263	2	1	3
3	145998956	197896118	1	1	2
4	12281	86291465	1	1	2
4	86291592	86337028	3	2	5
4	86337136	181847971	1	1	2
4	181850257	182295676	2	1	3
4	182295766	191027923	1	1	2
5	15532	89238696	1	1	2
5	89239980	90081792	2	1	3
5	90082396	180790320	1	1	2
6	149661	4252944	1	1	2
6	4253319	4293026	3	1	4
6	4294302	6717897	1	0	1
6	6722492	34880197	1	1	2
6	34880330	37131376	1	0	1
6	37141109	53118782	1	1	2
6	53123118	53459119	2	1	3
6	53461129	74001098	1	1	2
6	74001420	78379299	1	0	1
6	78381788	78803610	1	1	2
6	78811647	171051005	1	0	1
7	43259	18408867	1	1	2
7	18414014	18682820	1	0	1
7	18683485	159127004	1	1	2
8	31254	6781620	1	0	1
8	6782271	6879803	2	0	2
8	6880062	17500033	1	0	1
8	17500119	17754461	2	0	2
8	17754482	43780295	1	0	1
8	43783984	105527008	2	1	3
8	105530384	116530073	1	1	2
8	116530963	117206380	2	1	3
8	117207709	146298155	1	1	2
9	46587	7089550	1	1	2
9	7090029	7391785	2	1	3
9	7391855	90797603	1	1	2
9	90797852	91737054	2	1	3
9	91737891	141091394	1	1	2
10	72759	29144624	1	1	2
10	29145313	29307801	2	1	3
10	29308480	61554903	1	1	2
10	61566000	61820514	2	1	3
10	61820551	135506704	1	1	2
11	198572	336192	1	0	1
11	336332	35191445	2	1	3
11	35192214	35803074	4	1	5
11	35804092	49340415	2	1	3
11	49342212	55600057	1	1	2
11	55603175	57957070	2	1	3
11	57957734	64143346	1	1	2
11	64144525	72607268	2	1	3
11	72610508	73192086	2	2	4
11	73192532	88264895	2	1	3
11	88274488	134944770	1	0	1
12	150442	1944819	1	1	2
12	1947193	2129085	2	1	3
12	2129369	63513980	1	1	2
12	63514895	64018894	4	1	5
12	64019217	65729131	1	1	2
12	65731264	67094721	4	1	5
12	67096838	67311144	2	1	3
12	67314946	68625242	5	1	6
12	68626362	68992142	4	1	5
12	68992263	70371233	2	1	3
12	70371955	73465131	5	1	6
12	73466069	75442091	4	1	5
12	75444343	77044002	5	1	6
12	77044213	78192625	1	0	1
12	78196771	78367247	10	1	11
12	78367551	83605575	5	1	6
12	83609398	85987020	1	0	1
12	85999215	86163029	10	1	11
12	86163487	86196858	8	2	10
12	86197708	117208241	1	0	1
12	117208985	133778189	2	1	3
13	19026949	91189112	1	0	1
13	91192279	110866283	1	1	2
13	110867235	111292120	2	1	3
13	111294656	115108397	1	1	2
14	19002124	90550392	1	1	2
14	90550791	90659068	2	1	3
14	90662085	100049805	1	1	2
14	100051939	101135318	2	1	3
14	101135765	107285437	1	1	2
