chromosome_index position alt_count ref_count
1 1140883 7 12
1 36748231 14 49
1 55569631 4 38
1 70614326 5 31
1 111060344 5 22
1 118497226 25 22
1 179077589 10 74
1 196881909 16 15
1 198668743 4 32
1 201027535 8 55
1 206317526 14 48
1 235973772 3 28
2 187495574 6 139
2 220079780 10 56
3 13916619 9 13
3 47890039 10 30
3 132247129 18 44
3 133356971 32 61
4 728688 4 6
4 3419268 4 5
4 70080364 7 71
4 113353463 9 29
4 123128697 5 45
4 153249510 24 40
5 145719176 16 31
5 154394939 3 26
6 13321211 3 23
6 24559362 4 41
6 56483447 21 35
6 57017052 17 26
6 64423570 7 10
6 116817915 10 12
6 121447533 19 19
7 43351602 6 34
7 72657601 13 27
7 100320703 11 15
7 104748324 3 27
8 2057285 20 16
8 105511574 23 66
8 126015427 7 52
8 139895384 7 17
9 13150534 25 14
9 91652909 7 12
9 100449449 28 61
9 140079477 11 7
10 12870907 7 5
10 60577360 17 37
10 102849421 7 18
11 5410981 14 46
11 61959695 22 30
11 65482005 3 26
11 72852953 5 14
11 94351149 15 16
12 7249442 17 31
12 26639102 33 83
12 32530800 3 6
12 104118858 4 33
12 112926249 25 45
12 116429385 17 19
12 126003992 18 26
14 21359891 3 39
14 25042803 7 11
14 62193491 24 28
14 64519073 11 20
14 105404532 3 25
15 48446043 13 24
15 81426729 15 14
16 18846262 21 89
16 68386282 15 33
17 686357 3 14
17 953369 74 31
17 19720149 20 60
17 27004799 18 22
17 56400891 23 110
17 56403692 24 91
17 61907723 4 71
17 61908953 3 46
18 19209242 8 6
18 31538381 20 30
18 40850365 8 44
18 43570717 6 61
18 61390644 6 31
18 64239412 22 26
19 9090262 20 17
19 10794931 10 17
19 31769600 42 214
19 33470896 29 90
19 33471017 31 112
19 48239659 14 31
19 52715971 6 6
20 25274857 18 25
21 40553791 10 24
22 24573676 4 13
22 26422788 7 2
22 30163451 6 43
22 50722121 10 7
