chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	10001	7852192	2.0	2.0	4.0
1	7852193	7852223	2.0	2.0	4.0
1	7852224	7863718	2.0	2.0	4.0
1	7863719	8773538	2.0	0.0	2.0
1	8773539	8784128	2.0	0.0	2.0
1	8784129	8791221	0.0	0.0	0.0
1	8791222	9135238	2.0	0.0	2.0
1	9135239	9157579	0.0	0.0	0.0
1	9157580	16980201	2.0	0.0	2.0
1	16980202	17116420	2.0	0.0	2.0
1	17116421	17274601	2.0	0.0	2.0
1	17274602	23095611	2.0	0.0	2.0
1	23095612	24050774	4.0	0.0	4.0
1	24050775	31955765	2.0	0.0	2.0
1	31955766	121420201	2.0	2.0	4.0
1	121420202	128899999	2.0	2.0	4.0
1	128900000	142649938	2.0	2.0	4.0
1	142649939	151358552	2.0	2.0	4.0
1	151358553	151620743	4.0	2.0	6.0
1	151620744	179852385	2.0	2.0	4.0
1	179852386	181025225	2.0	0.0	2.0
1	181025226	181312565	2.0	2.0	4.0
1	181312566	181317413	2.0	2.0	4.0
1	181317414	181317540	2.0	2.0	4.0
1	181317541	181326733	2.0	2.0	4.0
1	181326734	191749915	2.0	2.0	4.0
1	191749916	191750082	2.0	2.0	4.0
1	191750083	191761257	2.0	2.0	4.0
1	191761258	191761747	2.0	2.0	4.0
1	191761748	218376405	2.0	2.0	4.0
1	218376406	218461759	2.0	0.0	2.0
1	218461760	230120031	2.0	2.0	4.0
1	230120032	230317819	4.0	2.0	6.0
1	230317820	231514672	2.0	2.0	4.0
1	231514673	231514702	2.0	2.0	4.0
1	231514703	232789590	2.0	2.0	4.0
1	232789591	232790580	2.0	2.0	4.0
1	232790581	237320218	2.0	2.0	4.0
1	237320219	237321087	2.0	2.0	4.0
1	237321088	240510643	2.0	2.0	4.0
1	240510644	241122308	4.0	2.0	6.0
1	241122309	246056075	2.0	2.0	4.0
1	246056076	246056550	2.0	2.0	4.0
1	246056551	246092381	2.0	2.0	4.0
1	246092382	246159641	2.0	0.0	2.0
1	246159642	247249600	2.0	2.0	4.0
1	247249601	249250620	2.0	2.0	4.0
2	45402	43629929	2.0	2.0	4.0
2	43629930	43825758	4.0	2.0	6.0
2	43825759	90499999	2.0	2.0	4.0
2	90500000	96799999	2.0	2.0	4.0
2	96800000	202674222	2.0	2.0	4.0
2	202674223	202804962	2.0	0.0	2.0
2	202804963	235434788	2.0	2.0	4.0
2	235434789	235437108	2.0	2.0	4.0
2	235437109	242951000	2.0	2.0	4.0
3	62614	11286918	2.0	2.0	4.0
3	11286919	11308952	1.0	0.0	1.0
3	11308953	11318625	2.0	2.0	4.0
3	11318626	11334023	2.0	2.0	4.0
3	11334024	11622415	2.0	2.0	4.0
3	11622416	11695079	2.0	2.0	4.0
3	11695080	11774934	2.0	0.0	2.0
3	11774935	41993880	2.0	2.0	4.0
3	41993881	46676061	2.0	2.0	4.0
3	46676062	59717332	2.0	0.0	2.0
3	59717333	59981607	0.0	0.0	0.0
3	59981608	65842837	2.0	0.0	2.0
3	65842838	65904664	4.0	0.0	4.0
3	65904665	66874270	2.0	0.0	2.0
3	66874271	87899999	2.0	2.0	4.0
3	87900000	93899999	2.0	2.0	4.0
3	93900000	107356915	2.0	2.0	4.0
3	107356916	107402582	2.0	2.0	4.0
3	107402583	107409139	2.0	2.0	4.0
3	107409140	107409386	2.0	2.0	4.0
3	107409387	167272986	2.0	2.0	4.0
3	167272987	172045108	4.0	2.0	6.0
3	172045109	196522402	2.0	2.0	4.0
