chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	249224388	2	1	3
2	12784	243089456	2	1	3
3	60345	197896118	1	1	2
4	12281	2322395	2	0	2
4	2324656	191027923	1	1	2
5	15532	93990663	1	1	2
5	93991319	180790320	2	1	3
6	149661	171051005	2	1	3
7	43259	159127004	3	1	4
8	31254	47436617	2	2	4
8	47448042	61620493	5	2	7
8	61620613	120214744	2	2	4
8	120216552	131635964	3	2	5
8	131636243	146298155	3	0	3
9	46587	34040882	1	0	1
9	34043382	47217176	1	1	2
9	65616971	141091394	2	0	2
10	72759	135506704	2	0	2
11	198572	134825751	1	1	2
11	134828655	134944770	2	0	2
12	150442	34854498	6	3	9
12	37857751	63081335	3	1	4
12	63086591	78077874	3	3	6
12	78078768	133778189	3	1	4
13	19026949	49492219	1	1	2
13	49493648	50513535	2	1	3
13	50513580	115108397	1	1	2
14	19002124	107285437	2	1	3
15	20016328	102469040	2	1	3
16	60777	35283226	2	1	3
16	46463782	65463509	2	0	2
16	65463710	72559429	2	1	3
16	72565048	80597065	2	0	2
16	80605435	90287535	2	1	3
17	526	19874662	1	1	2
17	19874937	81049726	2	1	3
18	48133	78015057	2	0	2
19	90910	59097854	2	1	3
20	61305	25929525	1	1	2
20	25930738	61314335	2	1	3
20	61314423	62956153	1	1	2
21	10736871	48096957	3	1	4
22	16052528	51234455	2	1	3
