chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	1	847032	1.0	1.0	2.0
1	847033	13212499	1.0	1.0	2.0
1	13212500	16076341	1.0	1.0	2.0
1	16076342	16076538	1.0	1.0	2.0
1	16076539	16096517	1.0	0.0	1.0
1	16096518	17451566	1.0	0.0	1.0
1	17451567	25673972	1.0	1.0	2.0
1	25673973	25674919	1.0	1.0	2.0
1	25674920	25678248	1.0	1.0	2.0
1	25678249	27728794	1.0	0.0	1.0
1	27728795	58550648	1.0	1.0	2.0
1	58550649	60790741	1.0	0.0	1.0
1	60790742	60793788	1.0	0.0	1.0
1	60793789	60796317	1.0	0.0	1.0
1	60796318	121499999	1.0	1.0	2.0
1	121500000	128899999	1.0	1.0	2.0
1	128900000	143502499	1.0	1.0	2.0
1	143502500	145742499	3.0	1.0	4.0
1	145742500	147794658	3.0	0.0	3.0
1	147794659	151428208	3.0	1.0	4.0
1	151428209	151429331	2.0	1.0	3.0
1	151429332	151621189	2.0	1.0	3.0
1	151621190	152105855	3.0	0.0	3.0
1	152105856	153241363	3.0	1.0	4.0
1	153241364	153942442	3.0	0.0	3.0
1	153942443	155164536	3.0	1.0	4.0
1	155164537	155164716	3.0	1.0	4.0
1	155164717	181848261	3.0	1.0	4.0
1	181848262	181848574	3.0	1.0	4.0
1	181848575	247247500	3.0	1.0	4.0
1	247247501	249250620	3.0	1.0	4.0
2	42999	90499999	1.0	1.0	2.0
2	90500000	96799999	1.0	1.0	2.0
2	96800000	242985493	1.0	1.0	2.0
3	80711	87899999	1.0	1.0	2.0
3	87900000	93899999	1.0	1.0	2.0
3	93900000	197847500	1.0	1.0	2.0
4	31303	48199999	1.0	1.0	2.0
4	48200000	52699999	1.0	1.0	2.0
4	52700000	170880707	1.0	1.0	2.0
4	170880708	171294350	1.0	0.0	1.0
4	171294351	191154275	1.0	1.0	2.0
5	22500	31942232	1.0	1.0	2.0
5	31942233	46099999	1.0	1.0	2.0
5	46100000	50699999	1.0	1.0	2.0
5	50700000	56132664	1.0	1.0	2.0
5	56132665	56133250	1.0	1.0	2.0
5	56133251	56148637	1.0	1.0	2.0
5	56148638	56454989	1.0	0.0	1.0
5	56454990	56974161	1.0	1.0	2.0
5	56974162	56978526	1.0	1.0	2.0
5	56978527	56978987	1.0	1.0	2.0
5	56978988	57722924	1.0	1.0	2.0
5	57722925	61245219	1.0	1.0	2.0
5	61245220	61831252	1.0	1.0	2.0
5	61831253	61843614	1.0	0.0	1.0
5	61843615	61860380	1.0	0.0	1.0
5	61860381	66046182	1.0	0.0	1.0
5	66046183	90942356	1.0	1.0	2.0
5	90942357	90946945	1.0	1.0	2.0
5	90946946	91017987	1.0	1.0	2.0
5	91017988	93707019	1.0	0.0	1.0
5	93707020	180689978	1.0	1.0	2.0
6	39681	201975	1.0	1.0	2.0
6	201976	21024780	1.0	1.0	2.0
6	21024781	24772774	1.0	0.0	1.0
6	24772775	24775079	1.0	0.0	1.0
6	24775080	24777873	1.0	1.0	2.0
6	24777874	36588849	1.0	1.0	2.0
6	36588850	36612917	1.0	1.0	2.0
6	36612918	39661380	1.0	0.0	1.0
6	39661381	39665778	3.0	1.0	4.0
6	39665779	39667065	1.0	1.0	2.0
6	39667066	58699999	1.0	1.0	2.0
6	58700000	63299999	1.0	1.0	2.0
6	63300000	108284944	1.0	1.0	2.0
6	108284945	108286174	1.0	1.0	2.0
6	108286175	108290197	1.0	0.0	1.0
6	108290198	108290890	1.0	0.0	1.0
6	108290891	108292008	1.0	0.0	1.0
6	108292009	109638797	1.0	0.0	1.0
6	109638798	109641656	1.0	1.0	2.0
6	109641657	109643567	1.0	0.0	1.0
6	109643568	109644691	1.0	1.0	2.0
6	109644692	170916135	1.0	1.0	2.0
7	40386	57999999	1.0	1.0	2.0
7	58000000	61699999	1.0	1.0	2.0
7	61700000	158817500	1.0	1.0	2.0
8	172500	17274087	2.0	0.0	2.0
8	17274088	17280085	2.0	0.0	2.0
8	17280086	17280505	3.0	0.0	3.0
8	17280506	17409789	1.0	0.0	1.0
8	17409790	17458733	1.0	0.0	1.0
8	17458734	18597500	1.0	1.0	2.0
8	18597501	18890400	2.0	0.0	2.0
8	18890401	19179733	1.0	1.0	2.0
8	19179734	19185967	1.0	1.0	2.0
8	19185968	19186283	2.0	0.0	2.0
8	19186284	20505518	2.0	0.0	2.0
8	20505519	21179159	2.0	0.0	2.0
8	21179160	23706540	1.0	0.0	1.0
8	23706541	25829997	2.0	0.0	2.0
8	25829998	26491654	2.0	0.0	2.0
8	26491655	26619527	1.0	0.0	1.0
