chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	4133241	3	2	5
1	4135080	33450632	3	1	4
1	33454378	121482979	2	1	3
1	144007049	219785611	1	1	2
1	219789435	249224388	1	0	1
2	12784	82701197	1	1	2
2	82702530	87021449	2	1	3
2	87021943	96962069	1	1	2
2	96962859	98316363	2	0	2
2	98316453	100041981	2	2	4
2	100050532	243089456	2	0	2
3	60345	82950356	1	0	1
3	82953061	84335015	3	1	4
3	84335732	87587650	6	1	7
3	87588386	90394583	4	1	5
3	90417948	197896118	1	1	2
4	12281	7188349	7	1	8
4	7189182	9390930	4	1	5
4	9391271	14478197	7	1	8
4	14480155	16161137	4	2	6
4	16161565	17997749	7	1	8
4	18005725	18921835	4	2	6
4	18922478	25346916	9	1	10
4	25349921	26817713	4	1	5
4	26818299	33682237	3	2	5
4	33686403	53544370	2	2	4
4	53547737	53622631	5	4	9
4	53626643	55790669	7	2	9
4	55792536	61543330	2	1	3
4	61543882	78243186	1	1	2
4	78246967	87286269	2	1	3
4	87288618	89665729	2	2	4
4	89667591	90273016	2	1	3
4	90273098	191027923	1	1	2
5	15532	3384518	5	2	7
5	3385236	29165661	6	2	8
5	29174736	29352194	3	2	5
5	29352649	33114638	8	2	10
5	33121842	35611464	3	2	5
5	35613298	53319736	2	2	4
5	53319785	62037885	2	1	3
5	62038056	65305096	3	1	4
5	65308480	74443132	3	2	5
5	74448917	82971417	4	2	6
5	82971512	103229423	2	1	3
5	103229875	104283229	1	0	1
5	104287300	107219585	2	2	4
5	107220280	109427395	1	0	1
5	109427437	176460929	2	2	4
5	176461595	179743194	2	1	3
5	179743553	180790320	1	1	2
6	149661	57312757	2	2	4
6	57312892	67683913	2	1	3
6	67684059	67865364	3	1	4
6	67865416	69897263	1	1	2
6	69897660	71936292	2	1	3
6	71941210	87279263	1	1	2
6	87286015	87780737	1	0	1
6	87783322	90703280	2	0	2
6	90705438	91046834	3	0	3
6	91047006	92034326	5	0	5
6	92035914	95154438	4	0	4
6	95155114	105842182	5	1	6
6	105844113	118578676	5	0	5
6	118587639	122388268	4	0	4
6	122389906	125683552	5	0	5
6	125683815	169079341	4	0	4
6	169082211	171051005	2	0	2
7	43259	2798959	2	2	4
7	2799184	22833770	3	2	5
7	22833821	45500210	2	2	4
7	45500620	50418625	2	1	3
7	50418949	50468733	6	2	8
7	50469379	52395019	2	1	3
7	52401255	53850686	8	2	10
7	53854186	54763064	2	1	3
7	54763247	55901887	6	2	8
7	55905257	56831133	2	1	3
7	56833052	61987294	4	2	6
7	61987323	64854728	2	2	4
7	64856569	64958622	4	2	6
7	64960457	98025912	2	1	3
7	98026153	100198869	1	1	2
7	100214487	159127004	2	1	3
8	31254	2316906	3	0	3
8	2317215	5248337	2	0	2
8	5248836	6361062	4	0	4
8	6361321	6793581	2	0	2
8	6794019	7633289	4	0	4
8	7633422	12550682	2	0	2
8	12550768	43786802	3	2	5
8	43824048	52977610	2	2	4
8	52984338	61874025	2	1	3
8	61874498	146298155	1	1	2
9	46587	3393603	1	0	1
9	3394094	25668205	1	1	2
9	25668442	26057523	3	1	4
9	26059028	37898768	1	1	2
9	37898913	141091394	2	1	3
10	72759	43218552	1	1	2
10	43220285	44020467	2	1	3
10	44021722	44562746	1	1	2
10	44562831	64882262	2	1	3
10	64888911	66856505	1	0	1
10	66856640	107661479	1	1	2
10	107663507	122446006	3	1	4
10	122446453	122701485	3	0	3
10	122701505	135506704	3	1	4
11	198572	28579416	4	0	4
11	28579595	39194078	6	0	6
11	39194164	43195989	3	0	3
11	43196352	45258966	5	0	5
11	45260016	46360237	6	0	6
11	46362849	69021038	2	0	2
11	69021655	70933628	2	1	3
11	70933968	87156030	2	0	2
11	87156252	87569689	2	2	4
11	87572490	104979830	2	0	2
11	104979884	106005162	1	1	2
11	106005901	109268938	2	0	2
11	109270435	110159057	3	0	3
11	110161375	111761230	2	0	2
11	111761267	112606489	3	0	3
11	112608137	122306013	1	0	1
11	122306376	123428186	1	1	2
11	123429175	129414990	1	0	1
11	129415217	133518725	1	1	2
11	133519643	134944770	1	0	1
12	150442	8904132	1	1	2
12	8906449	45867464	2	1	3
12	45870318	47669762	1	0	1
12	47673460	52410060	2	1	3
12	52410533	54200671	1	0	1
12	54201335	65511352	1	1	2
12	65512362	68996541	1	0	1
12	68998358	72755073	2	1	3
12	72755475	123852209	3	2	5
12	123857643	132858675	2	1	3
12	132887390	133778189	1	0	1
13	19026949	38394572	1	0	1
13	38396633	115108397	2	0	2
14	19002124	36825607	2	2	4
14	36826001	42880637	3	2	5
14	42881109	50144658	2	2	4
14	50156552	103052205	2	0	2
14	103060780	107285437	2	2	4
15	20016328	48893649	1	1	2
15	48895681	62346056	5	1	6
15	62346500	67217708	4	1	5
15	67217747	67382051	5	1	6
15	67383287	68096291	4	1	5
15	68099600	70376817	5	1	6
15	70377170	102469040	4	1	5
16	60777	2308063	2	0	2
16	2311160	16555853	2	2	4
16	16567884	17271467	2	0	2
16	17271560	18606678	2	1	3
16	18627301	60469597	2	0	2
16	60471080	65570271	0	0	0
16	65571514	90287535	2	0	2
17	526	1139391	2	1	3
17	1139956	1951612	2	0	2
17	1952079	7443984	2	1	3
17	7445393	8207428	2	0	2
17	8207839	22123206	2	2	4
17	22124750	26302480	2	1	3
17	26303234	52089407	1	1	2
17	52090494	53542391	2	2	4
17	53542591	81049726	1	1	2
18	48133	4078143	3	1	4
18	4079929	15287837	2	1	3
18	15291709	24294995	1	1	2
18	24300022	26511252	2	1	3
18	26512321	75595261	1	0	1
18	75595652	77789356	1	1	2
18	77789392	78015057	1	0	1
19	90910	19815799	2	2	4
19	19818480	27881186	3	2	5
19	27909876	56829471	2	1	3
19	56829792	59097854	2	0	2
20	61305	4000480	1	1	2
20	4001283	8688389	2	1	3
20	8688628	22775864	1	1	2
20	22776315	29586147	2	1	3
20	29598122	38277578	2	2	4
20	38278055	46983690	5	2	7
20	46983837	51932713	4	2	6
20	51934321	57830882	6	2	8
20	57831476	59967761	7	2	9
20	59967785	62956153	3	3	6
21	10736871	15984082	2	1	3
21	15986870	16323835	4	2	6
21	16335989	17843772	8	2	10
21	17843932	20562856	4	2	6
21	20562883	21517941	2	2	4
21	21518105	43822576	2	1	3
21	43825292	48096957	1	1	2
22	16052528	47716781	3	0	3
22	47717140	49784354	2	0	2
22	49784591	51234455	1	0	1
