chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	119217962	1	1	2
1	119219453	120689060	42	1	43
1	120691121	121482979	13	1	14
1	144007049	148662508	9	1	10
1	148662729	149256691	3	0	3
1	149259416	188459486	8	1	9
1	188460376	193120533	11	1	12
1	193120667	249224388	8	1	9
2	12784	159861700	2	1	3
2	159864989	160116281	1	1	2
2	160117889	243089456	2	1	3
3	60345	79168591	2	1	3
3	79169875	186449377	2	2	4
3	186449916	186524762	2	1	3
3	186542642	197896118	2	2	4
4	12281	191027923	2	1	3
5	15532	9045568	3	2	5
5	9046526	33844603	2	1	3
5	33845322	44550007	3	2	5
5	44551245	46386392	4	2	6
5	46389273	67554903	2	0	2
5	67554926	81977328	1	0	1
5	81977923	180790320	2	0	2
6	149661	32151222	2	2	4
6	32157364	37588563	3	2	5
6	37589243	39283793	6	2	8
6	39285313	40725453	5	2	7
6	40727512	42955820	6	2	8
6	42956259	57308995	5	2	7
6	57309659	62241152	3	2	5
6	62241434	119545579	2	1	3
6	119547570	119778413	2	0	2
6	119778428	171051005	2	1	3
7	43259	125205165	2	1	3
7	125212962	125606529	6	1	7
7	125610841	159127004	2	1	3
8	31254	40596424	2	0	2
8	40611154	40728375	4	2	6
8	40729498	42385652	2	2	4
8	42388432	139989927	7	2	9
8	139990006	146298155	6	2	8
9	46587	141091394	2	1	3
10	72759	2360003	7	1	8
10	2360057	5649772	8	1	9
10	5650046	10752533	7	1	8
10	10753513	25249068	6	1	7
10	25251981	36663024	4	1	5
10	36663098	39063635	6	1	7
10	39063955	75774398	2	1	3
10	75777601	77197847	5	1	6
10	77199177	135506704	2	1	3
11	198572	134944770	1	1	2
12	150442	133778189	1	1	2
13	19026949	115108397	1	1	2
14	19002124	107285437	2	0	2
15	20016328	102469040	2	0	2
16	60777	90287535	2	2	4
17	526	19431398	3	0	3
17	19431744	25316463	2	1	3
17	25317154	28242284	5	1	6
17	28243114	32855780	3	1	4
17	32855902	35716691	4	1	5
17	35716937	36909499	6	1	7
17	36911996	37258576	4	1	5
17	37258647	38223191	27	1	28
17	38223403	39788675	12	0	12
17	39788712	71033766	1	1	2
17	71035613	80024535	2	1	3
17	80028843	81049726	1	0	1
18	48133	3729834	3	2	5
18	3731708	6475443	4	2	6
18	6478299	7659008	2	2	4
18	7660011	12520514	2	0	2
18	12520923	12812061	2	2	4
18	12812167	13925990	2	1	3
18	13926052	78015057	2	0	2
19	90910	2145655	2	0	2
19	2145880	2953087	1	0	1
19	2954349	59097854	2	0	2
20	61305	29479840	2	1	3
20	29489597	62956153	2	2	4
21	10736871	17826778	2	2	4
21	17826973	48096957	3	1	4
22	16052528	51234455	2	1	3
