chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	10001	87301980	2.0	1.0	3.0
1	87301981	87324283	2.0	1.0	3.0
1	87324284	121499999	2.0	1.0	3.0
1	121500000	128899999	2.0	1.0	3.0
1	128900000	149630742	2.0	1.0	3.0
1	149630743	149842801	2.0	1.0	3.0
1	149842802	196778664	4.0	1.0	5.0
1	196778665	196905001	4.0	1.0	5.0
1	196905002	247247500	4.0	1.0	5.0
1	247247501	249250620	4.0	1.0	5.0
2	20016	63993191	2.0	1.0	3.0
2	63993192	63993202	2.0	1.0	3.0
2	63993203	63995770	2.0	1.0	3.0
2	63995771	64105168	2.0	0.0	2.0
2	64105169	90499999	2.0	1.0	3.0
2	90500000	96799999	2.0	1.0	3.0
2	96800000	103300006	2.0	1.0	3.0
2	103300007	111184956	2.0	0.0	2.0
2	111184957	194165575	2.0	0.0	2.0
2	194165576	204432586	2.0	1.0	3.0
2	204432587	204500087	2.0	2.0	4.0
2	204500088	242951000	2.0	1.0	3.0
3	100074	7911402	3.0	2.0	5.0
3	7911403	87899999	3.0	2.0	5.0
3	87900000	93899999	3.0	2.0	5.0
3	93900000	144555956	3.0	2.0	5.0
3	144555957	145681086	3.0	2.0	5.0
3	145681087	197866181	3.0	2.0	5.0
4	49606	21086545	2.0	1.0	3.0
4	21086546	21109013	2.0	1.0	3.0
4	21109014	48199999	2.0	1.0	3.0
4	48200000	52699999	2.0	1.0	3.0
4	52700000	53959934	2.0	1.0	3.0
4	53959935	95807003	1.0	0.0	1.0
4	95807004	190749943	2.0	1.0	3.0
5	22500	46099999	2.0	1.0	3.0
5	46100000	50699999	2.0	1.0	3.0
5	50700000	180662500	2.0	1.0	3.0
6	39681	242875	6.0	2.0	8.0
6	242876	381703	6.0	2.0	8.0
6	381704	58699999	5.0	2.0	7.0
6	63300000	65354507	6.0	2.0	8.0
6	65354508	65359874	6.0	2.0	8.0
6	65359875	67643651	3.0	2.0	5.0
6	67643652	78986200	2.0	0.0	2.0
6	78986201	170917971	2.0	0.0	2.0
7	43173	57999999	2.0	2.0	4.0
7	58000000	61699999	2.0	2.0	4.0
7	61700000	158821400	2.0	2.0	4.0
8	10001	156374	2.0	1.0	3.0
8	156375	43099999	2.0	2.0	4.0
8	43100000	48099999	2.0	2.0	4.0
8	48100000	146364021	2.0	2.0	4.0
9	10001	43844601	2.0	1.0	3.0
9	43844602	47299999	2.0	1.0	3.0
9	47300000	50699999	2.0	1.0	3.0
9	50700000	65971028	2.0	1.0	3.0
9	65971029	140273200	2.0	1.0	3.0
9	140273201	141042213	2.0	1.0	3.0
10	102500	37999999	2.0	1.0	3.0
10	38000000	42299999	2.0	1.0	3.0
10	42300000	100216399	2.0	1.0	3.0
10	100216400	100238535	2.0	1.0	3.0
