chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	14078163	1	1	2
1	14079992	30464420	1	0	1
1	30465387	40703440	1	1	2
1	40706994	66953719	2	1	3
1	66954349	72381596	1	1	2
1	72384017	99043185	1	0	1
1	99046682	192065210	1	1	2
1	192072012	209112046	2	1	3
1	209112068	249224388	1	1	2
2	12784	21482249	1	1	2
2	21482292	34751596	1	0	1
2	34751766	243089456	1	1	2
3	60345	45221692	1	1	2
3	45223641	93527459	1	0	1
3	93530246	195753451	1	1	2
3	195753766	197896118	1	0	1
4	12281	2340417	2	0	2
4	2341194	45497448	1	0	1
4	45497907	59522915	1	1	2
4	59524367	101889130	2	1	3
4	101896676	157574674	2	0	2
4	157575121	157811441	1	0	1
4	157811544	189964083	2	0	2
4	189964583	191027923	3	0	3
5	15532	46019081	2	1	3
5	46035157	161575653	1	1	2
5	161576249	180790320	1	0	1
6	149661	5110399	1	1	2
6	5110773	5455161	1	0	1
6	5455281	171051005	1	1	2
7	43259	114833128	1	1	2
7	114836394	137930890	2	1	3
7	137931046	144814278	1	1	2
7	144822256	159127004	1	0	1
8	31254	29498905	1	0	1
8	29501743	53567977	1	1	2
8	53571721	55188892	1	0	1
8	55189254	73479185	2	0	2
8	73479723	74810467	2	1	3
8	74812668	128179549	3	1	4
8	128184384	142504026	5	1	6
8	142504796	146298155	3	1	4
9	46587	791003	0	0	0
9	792632	34820307	1	0	1
9	34820859	101039773	1	1	2
9	101042341	111690281	1	0	1
9	111698035	136446660	1	1	2
9	136446721	141091394	1	0	1
10	72759	135506704	1	1	2
11	198572	19520590	1	0	1
11	19521108	80100233	1	1	2
11	80100329	134944770	1	0	1
12	150442	30335349	1	0	1
12	30335424	59613715	1	1	2
12	59615773	84092928	2	1	3
12	84094044	133778189	1	1	2
13	19026949	115108397	2	0	2
14	19002124	22300380	1	1	2
14	22300838	22997524	2	1	3
14	22997833	107285437	1	1	2
15	20016328	33771057	1	1	2
15	33771130	34626807	1	0	1
15	34634033	36015653	1	1	2
15	36015720	49443741	1	0	1
15	49445946	102469040	1	1	2
16	60777	49255096	1	1	2
16	49255503	50251557	1	0	1
16	50251590	52912576	1	1	2
16	52912738	56626628	1	0	1
16	56630934	57834732	1	1	2
16	57837246	59372272	1	0	1
16	59373755	90287535	1	1	2
17	526	21550712	1	0	1
17	21552172	21564400	1	1	2
17	21566026	21816860	1	0	1
17	21817292	33028368	2	1	3
17	33028690	49423712	3	1	4
17	49424364	81049726	4	1	5
18	48133	78015057	1	1	2
19	90910	59097854	2	1	3
20	61305	1416521	3	2	5
20	1416737	7778093	2	2	4
20	7778614	42630466	2	1	3
20	42631148	62956153	2	0	2
21	10736871	48096957	1	1	2
22	16052528	51234455	1	1	2
