chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	1	790008	1.0	0.0	1.0
1	790009	25612201	1.0	0.0	1.0
1	25612202	119838899	1.0	0.0	1.0
1	119838900	121179985	1.0	1.0	2.0
1	128900000	142543002	1.0	0.0	1.0
1	142543003	247249600	1.0	1.0	2.0
1	247249601	249250620	1.0	1.0	2.0
2	20016	36966799	1.0	0.0	1.0
2	36966800	36968573	1.0	1.0	2.0
2	36968574	37255931	1.0	1.0	2.0
2	37255932	38033475	1.0	1.0	2.0
2	38033476	38038459	1.0	1.0	2.0
2	38038460	38045041	1.0	1.0	2.0
2	38045042	38078934	1.0	0.0	1.0
2	38078935	38250159	2.0	1.0	3.0
2	38250160	38251643	1.0	0.0	1.0
2	38251644	38382557	2.0	1.0	3.0
2	38382558	38469416	1.0	1.0	2.0
2	38469417	38979485	1.0	1.0	2.0
2	38979486	39003636	1.0	1.0	2.0
2	39003637	39126822	1.0	1.0	2.0
2	39126823	39263755	3.0	2.0	5.0
2	39263756	39337162	3.0	2.0	5.0
2	39337163	39374034	3.0	2.0	5.0
2	39374035	39402225	1.0	1.0	2.0
2	39402226	39407985	1.0	1.0	2.0
2	39407986	39408609	1.0	1.0	2.0
2	39408610	39449858	1.0	1.0	2.0
2	39449859	39506095	1.0	1.0	2.0
2	39506096	39765582	2.0	1.0	3.0
2	39765583	40293977	2.0	1.0	3.0
2	40293978	40298376	1.0	1.0	2.0
2	40298377	40432848	2.0	1.0	3.0
2	40432849	40438286	1.0	1.0	2.0
2	40438287	40470883	2.0	1.0	3.0
2	40470884	40822004	3.0	1.0	4.0
2	40822005	40825259	3.0	1.0	4.0
2	40825260	40834811	3.0	1.0	4.0
2	40834812	41043188	3.0	1.0	4.0
2	41043189	41067137	3.0	2.0	5.0
2	41067138	41188489	3.0	1.0	4.0
2	41188490	41220097	5.0	1.0	6.0
2	41220098	41704532	3.0	1.0	4.0
2	41704533	41713467	4.0	1.0	5.0
2	41713468	41733892	4.0	1.0	5.0
2	41733893	42182312	4.0	1.0	5.0
2	42182313	42297769	2.0	1.0	3.0
2	42297770	42375150	3.0	1.0	4.0
2	42375151	42378653	2.0	1.0	3.0
2	42378654	42385099	5.0	1.0	6.0
2	42385100	42389137	4.0	1.0	5.0
2	42389138	42406819	4.0	1.0	5.0
2	42406820	42482864	4.0	1.0	5.0
2	42482865	42509363	3.0	1.0	4.0
2	42509364	42516825	5.0	1.0	6.0
2	42516826	42543234	4.0	1.0	5.0
2	42543235	42747479	4.0	1.0	5.0
2	42747480	42797478	4.0	1.0	5.0
2	42797479	42863034	4.0	1.0	5.0
2	42863035	42893053	4.0	1.0	5.0
2	42893054	43099118	4.0	1.0	5.0
2	43099119	43103459	2.0	1.0	3.0
2	43103460	43105001	3.0	1.0	4.0
2	43105002	43105159	2.0	1.0	3.0
2	43105160	43179512	3.0	1.0	4.0
2	43179513	43181667	3.0	1.0	4.0
2	43181668	43188199	3.0	1.0	4.0
2	43188200	43211962	5.0	1.0	6.0
2	43211963	43263085	5.0	1.0	6.0
2	43263086	43522601	2.0	1.0	3.0
2	43522602	43527640	2.0	1.0	3.0
2	43527641	43599192	2.0	1.0	3.0
2	43599193	43616699	2.0	1.0	3.0
2	43616700	43987929	4.0	1.0	5.0
2	43987930	43990055	4.0	1.0	5.0
2	43990056	44053371	4.0	1.0	5.0
2	44053372	44064649	3.0	1.0	4.0
2	44064650	44065314	3.0	1.0	4.0
2	44065315	44077550	3.0	1.0	4.0
2	44077551	44089435	4.0	1.0	5.0
2	44089436	44129907	3.0	1.0	4.0
2	44129908	44176073	5.0	1.0	6.0
2	44176074	44731001	1.0	0.0	1.0
2	44731002	44742023	4.0	1.0	5.0
2	44742024	44797916	1.0	0.0	1.0
2	44797917	45174863	1.0	0.0	1.0
2	45174864	45175223	1.0	0.0	1.0
2	45175224	45680450	1.0	0.0	1.0
2	45680451	45681381	1.0	0.0	1.0
2	45681382	46381360	1.0	0.0	1.0
2	46381361	46510872	1.0	1.0	2.0
2	46510873	46526060	1.0	1.0	2.0
2	46526061	46733796	1.0	0.0	1.0
2	46733797	46831217	4.0	1.0	5.0
2	46831218	46932444	4.0	1.0	5.0
2	46932445	47033234	3.0	1.0	4.0
2	47033235	47033987	2.0	1.0	3.0
2	47033988	47041163	1.0	1.0	2.0
2	47041164	47133397	2.0	1.0	3.0
2	47133398	47137145	1.0	1.0	2.0
2	47137146	47140780	1.0	1.0	2.0
2	47140781	47144322	2.0	1.0	3.0
2	47144323	47298124	2.0	1.0	3.0
2	47298125	47338485	1.0	0.0	1.0
2	47338486	48683271	4.0	1.0	5.0
2	48683272	48694292	1.0	0.0	1.0
2	48694293	48738892	4.0	1.0	5.0
2	48738893	49804469	1.0	0.0	1.0
2	49804470	49891997	2.0	1.0	3.0
2	49891998	51560964	1.0	0.0	1.0
2	51560965	51703334	4.0	1.0	5.0
2	51703335	51856670	2.0	1.0	3.0
