chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	150941235	2	1	3
1	150942659	249224388	2	2	4
2	12784	116636410	2	1	3
2	116638321	118228517	3	2	5
2	118230052	120132605	2	1	3
2	120134126	120623545	3	2	5
2	120626570	128549820	2	1	3
2	128551370	130779976	2	2	4
2	130780153	140056305	2	1	3
2	140057008	142645135	2	2	4
2	142646459	154084952	2	1	3
2	154085028	161915249	2	2	4
2	161915729	193027384	3	1	4
2	193031842	208809569	2	2	4
2	208811882	243089456	2	1	3
3	60345	197896118	2	1	3
4	12281	90273016	2	1	3
4	90273098	191027923	2	0	2
5	15532	46251306	3	1	4
5	46271008	180790320	2	1	3
6	149661	50929083	4	2	6
6	50929701	70962164	2	2	4
6	70962181	171051005	2	0	2
7	43259	16407376	5	1	6
7	16412004	16643636	4	0	4
7	16644141	52728891	4	1	5
7	52736727	159127004	5	1	6
8	31254	47397089	3	1	4
8	47397703	146298155	3	3	6
9	46587	19751159	2	0	2
9	19751379	23373484	1	0	1
9	23378488	27066070	2	0	2
9	27073650	28377722	1	0	1
9	28380082	124328533	2	0	2
9	124330141	125284449	3	0	3
9	125289521	141091394	2	0	2
10	72759	42853689	2	1	3
10	42853702	96464730	1	1	2
10	96464794	97870490	2	1	3
10	97870781	135506704	1	1	2
11	198572	134944770	2	1	3
12	150442	133778189	2	1	3
13	19026949	21039539	1	1	2
13	21039637	22105664	1	0	1
13	22115232	115108397	1	1	2
14	19002124	28788889	1	1	2
14	28791634	31113001	2	1	3
14	31116176	33102443	4	1	5
14	33102481	107285437	1	1	2
15	20016328	25891322	3	2	5
15	25891511	41242868	2	1	3
15	41246731	53771061	2	0	2
15	53771068	54786925	2	1	3
15	54787358	58977856	2	0	2
15	58982987	62254480	2	1	3
15	62260091	65706183	2	0	2
15	65706569	72270615	2	1	3
15	72272867	81216440	2	2	4
15	81216863	84779228	2	1	3
15	84780466	88396099	2	0	2
15	88396725	93787938	2	1	3
15	93788124	97941180	2	0	2
15	97941456	100084093	2	2	4
15	100084747	102469040	2	1	3
16	60777	35283226	2	1	3
16	46463782	90287535	1	1	2
17	526	30711597	3	0	3
17	30719783	81049726	3	1	4
18	48133	2394469	3	0	3
18	2398211	4886896	5	0	5
18	4898292	14601713	4	0	4
18	14602140	32047764	5	0	5
18	32047857	39764986	3	0	3
18	39765975	78015057	4	0	4
19	90910	59097854	2	1	3
20	61305	35513225	2	2	4
20	35516214	39839792	2	1	3
20	39840344	44378094	2	2	4
20	44378211	62956153	2	1	3
21	10736871	48096957	1	1	2
22	16052528	51234455	2	1	3
