chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	121482979	2	1	3
1	144007049	145392524	4	1	5
1	145394955	249224388	5	1	6
2	12784	82679503	3	1	4
2	82679956	243089456	2	1	3
3	60345	102833902	2	1	3
3	102834045	103506909	3	2	5
3	103510245	103772257	1	0	1
3	103774092	197896118	1	1	2
4	12281	191027923	3	2	5
5	15532	180790320	3	2	5
6	149661	31736835	4	2	6
6	31738478	171051005	2	1	3
7	43259	2032191	2	1	3
7	2035581	159127004	3	2	5
8	31254	146298155	2	1	3
9	46587	8029923	3	0	3
9	8030475	77429569	2	0	2
9	77431040	141091394	4	0	4
10	72759	53814383	2	1	3
10	53814940	54373107	4	1	5
10	54373291	104201381	2	1	3
10	104202729	104660256	2	2	4
10	104662458	135506704	2	1	3
11	198572	134944770	2	1	3
12	150442	133778189	2	1	3
13	19026949	115108397	2	2	4
14	19002124	32952523	1	1	2
14	32953160	67638455	3	1	4
14	67640571	67789712	6	1	7
14	67791252	107285437	3	1	4
15	20016328	102469040	3	1	4
16	60777	35283226	3	1	4
16	46463782	70305120	3	2	5
16	70305504	70833949	2	0	2
16	70836370	71202797	4	0	4
16	71205194	90287535	2	0	2
17	526	44061867	1	1	2
17	44063244	44131374	2	1	3
17	44135807	81049726	4	1	5
18	48133	78015057	2	1	3
19	90910	13975377	3	1	4
19	13987832	59097854	2	1	3
20	61305	62956153	2	1	3
21	10736871	48096957	2	1	3
22	16052528	21804576	3	2	5
22	21804595	51234455	2	1	3
