chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	117206680	2	0	2
1	117206893	225441114	1	1	2
1	225441471	249224388	2	1	3
2	12784	133757485	1	1	2
2	133757760	142470836	1	0	1
2	142470905	243089456	1	1	2
3	60345	197896118	1	1	2
4	12281	91897063	1	1	2
4	91898938	92043674	1	0	1
4	92044392	191027923	1	1	2
5	15532	59172911	1	1	2
5	59174103	59393998	1	0	1
5	59400043	180790320	1	1	2
6	149661	171051005	1	1	2
7	43259	159127004	2	1	3
8	31254	43786802	1	1	2
8	43824048	146298155	3	1	4
9	46587	19651398	3	1	4
9	19652765	21543596	2	0	2
9	21547377	21986218	0	0	0
9	21988392	23067277	3	0	3
9	23068921	47217176	3	1	4
9	65616971	99747289	4	0	4
9	99762062	112804029	1	0	1
9	112807272	141091394	4	0	4
10	72759	75895076	1	1	2
10	75897924	76378029	1	0	1
10	76383071	135506704	1	1	2
11	198572	134944770	1	1	2
12	150442	34854498	3	1	4
12	37857751	51285502	1	1	2
12	51286750	133778189	2	0	2
13	19026949	115108397	1	1	2
14	19002124	107285437	1	1	2
15	20016328	102469040	1	1	2
16	60777	90287535	1	1	2
17	526	81049726	1	1	2
18	48133	34020909	1	1	2
18	34021028	34143549	1	0	1
18	34143569	78015057	1	1	2
19	90910	28408842	1	1	2
19	28411495	59097854	2	1	3
20	61305	62956153	1	1	2
21	10736871	48096957	1	1	2
22	16052528	51234455	1	1	2
