chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	1	71828053	1.0	1.0	2.0
1	71828054	71939530	1.0	1.0	2.0
1	71939531	121499999	1.0	1.0	2.0
1	121500000	128899999	1.0	1.0	2.0
1	128900000	143422500	1.0	1.0	2.0
1	143422501	143542938	1.0	1.0	2.0
1	143542939	145028116	1.0	1.0	2.0
1	145028117	146839166	1.0	1.0	2.0
1	146839167	146875363	13.0	1.0	14.0
1	146875364	147007655	20.0	1.0	21.0
1	147007656	147142702	8.0	1.0	9.0
1	147142703	147197393	1.0	1.0	2.0
1	147197394	147216017	1.0	1.0	2.0
1	147216018	149249202	1.0	1.0	2.0
1	149249203	149709801	5.0	2.0	7.0
1	149709802	149856047	5.0	2.0	7.0
1	149856048	150141146	10.0	1.0	11.0
1	150141147	151754495	1.0	1.0	2.0
1	151754496	151764495	1.0	1.0	2.0
1	151764496	151810466	1.0	1.0	2.0
1	151810467	152336361	1.0	1.0	2.0
1	152336362	152360487	1.0	1.0	2.0
1	152360488	153845605	1.0	1.0	2.0
1	153845606	153848051	1.0	1.0	2.0
1	153848052	154873649	1.0	1.0	2.0
1	154873650	154873687	1.0	1.0	2.0
1	154873688	154874194	1.0	1.0	2.0
1	154874195	154913293	1.0	1.0	2.0
1	154913294	157851163	1.0	1.0	2.0
1	157851164	158007537	6.0	1.0	7.0
1	158007538	158010715	6.0	1.0	7.0
1	158010716	158553902	1.0	1.0	2.0
1	158553903	158558313	1.0	1.0	2.0
1	158558314	158854380	1.0	1.0	2.0
1	158854381	159241917	1.0	1.0	2.0
1	159241918	159652811	1.0	1.0	2.0
1	159652812	159683762	38.0	1.0	39.0
1	159683763	159689706	28.0	1.0	29.0
1	159689707	159780218	28.0	1.0	29.0
1	159780219	159808419	1.0	1.0	2.0
1	159808420	159838135	11.0	1.0	12.0
1	159838136	159844834	11.0	1.0	12.0
1	159844835	159845210	11.0	1.0	12.0
1	159845211	159863550	11.0	1.0	12.0
1	159863551	159904792	11.0	1.0	12.0
1	159904793	159904881	11.0	1.0	12.0
1	159904882	159907573	11.0	1.0	12.0
1	159907574	159922304	12.0	1.0	13.0
1	159922305	159930239	10.0	1.0	11.0
1	159930240	159935328	10.0	1.0	11.0
1	159935329	160003191	10.0	1.0	11.0
1	160003192	160056438	13.0	1.0	14.0
1	160056439	160066518	11.0	1.0	12.0
1	160066519	160074872	11.0	1.0	12.0
1	160074873	160127599	11.0	1.0	12.0
1	160127600	160217734	11.0	1.0	12.0
1	160217735	160386461	1.0	1.0	2.0
1	160386462	160582598	1.0	1.0	2.0
