chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	4364226	2	1	3
1	4364407	4845220	3	2	5
1	4845892	6721877	2	1	3
1	6724105	10003320	5	2	7
1	10013014	12135815	3	2	5
1	12140588	14055709	2	1	3
1	14057366	14377019	3	2	5
1	14377914	39310061	2	1	3
1	39311250	41995561	3	2	5
1	42001160	44039065	4	2	6
1	44039599	45195080	2	2	4
1	45196587	117051819	2	1	3
1	117054156	121482979	5	2	7
1	144007049	151523305	3	2	5
1	151523579	158576100	3	3	6
1	158578690	160273692	3	2	5
1	160274506	196584702	2	2	4
1	196585217	214739389	2	1	3
1	214741999	217481438	2	2	4
1	217481695	240479065	2	1	3
1	240480870	241242723	3	1	4
1	241242920	249224388	2	1	3
2	12784	205266087	3	3	6
2	205266542	243089456	5	2	7
3	60345	13555876	2	1	3
3	13561993	13895817	3	2	5
3	13897245	96440098	2	1	3
3	96442435	103976481	1	1	2
3	103977037	162161097	2	2	4
3	162161616	168862208	3	2	5
3	168865741	169309227	3	1	4
3	169312323	197896118	3	2	5
4	12281	39751911	2	2	4
4	39759604	39918615	6	3	9
4	39918981	55336211	2	2	4
4	55338347	57892643	2	1	3
4	57896558	124478871	1	1	2
4	124478959	126273052	2	1	3
4	126273530	191027923	1	1	2
5	15532	31798903	2	2	4
5	31800609	32771938	6	2	8
5	32772043	49432831	2	2	4
5	49441958	50095760	4	4	8
5	50095914	50161727	9	0	9
5	50162186	50216898	4	3	7
5	50220416	50220416	5	0	5
5	50221143	124155809	2	1	3
5	124161058	125682069	3	1	4
5	125682372	169633862	2	1	3
5	169636565	177760401	6	2	8
5	177761336	180790320	3	2	5
6	149661	23032865	2	2	4
6	23034060	30601821	2	1	3
6	30627867	53355802	2	2	4
6	53357482	71891695	2	1	3
6	71896445	72515891	5	1	6
6	72516182	90629893	2	1	3
6	90630342	97166640	3	1	4
6	97171106	135993533	1	1	2
6	135994211	139171855	3	1	4
6	139177073	141831351	2	1	3
6	141831711	171051005	1	1	2
7	43259	2295701	2	1	3
7	2298227	2737512	3	2	5
7	2740666	38479401	2	1	3
7	38484120	41810348	3	2	5
7	41810755	46882131	2	1	3
7	46882173	50755654	3	3	6
7	50755995	54739372	3	2	5
7	54739653	62545587	6	2	8
7	62546567	67247718	7	2	9
7	67248822	68199419	9	2	11
7	68204639	70592808	5	2	7
7	70594292	75935056	2	2	4
7	75937049	90388933	2	1	3
7	90392643	111395390	2	0	2
7	111398894	112324383	3	0	3
7	112326205	159127004	2	0	2
8	31254	13343340	1	0	1
8	13344870	13356257	5	2	7
8	13356424	13464419	6	1	7
8	13467442	33113342	1	0	1
8	33113921	35231942	3	0	3
8	35234651	38561031	1	0	1
8	38562845	39409994	1	1	2
8	39413843	41181114	2	1	3
8	41181421	41516790	9	1	10
8	41516915	41702356	10	3	13
8	41702610	42186825	15	3	18
8	42186995	46863535	3	0	3
8	46912027	51864224	3	3	6
8	51865104	53010152	2	2	4
8	53010530	56079237	3	2	5
8	56080041	83555723	2	2	4
8	83557115	146298155	2	1	3
9	46587	27018020	2	0	2
9	27032230	29139699	3	0	3
9	29139798	47217176	2	0	2
9	65616971	75782712	2	1	3
9	75784264	81187757	2	2	4
9	81187857	86718126	2	1	3
9	86718289	100510534	2	2	4
9	100511331	107506047	2	1	3
9	107506122	109354638	3	2	5
9	109354723	130168221	2	1	3
9	130168326	130550487	4	1	5
9	130551711	141091394	2	1	3
10	72759	42826428	2	1	3
10	42826712	49597050	1	1	2
10	49604441	96590801	2	1	3
10	96591062	97174269	4	1	5
10	97174556	122750154	2	1	3
10	122753657	135506704	3	1	4
11	198572	134944770	2	2	4
12	150442	32222347	2	1	3
12	32222401	38317760	3	2	5
12	38317803	45507542	2	1	3
12	45507577	46104761	3	2	5
12	46104901	123201039	2	1	3
12	123205614	124333503	3	2	5
12	124333827	133778189	2	1	3
13	19026949	115108397	2	2	4
14	19002124	64712355	2	1	3
14	64712416	65270857	4	1	5
14	65271311	76135710	2	1	3
14	76136420	79211302	3	1	4
14	79211487	86116803	2	1	3
14	86118014	86751436	3	1	4
14	86751911	107285437	2	1	3
15	20016328	20870351	2	0	2
15	20870491	26574726	2	2	4
15	26581449	27023085	2	1	3
15	27025373	30614734	2	2	4
15	30614964	34136623	4	2	6
15	34139277	41204496	2	2	4
15	41206630	102469040	2	0	2
16	60777	27927378	3	0	3
16	27930180	29698625	5	0	5
16	29698710	30929612	5	1	6
16	30933064	35283226	3	1	4
16	46463782	90287535	1	1	2
17	526	62587822	2	0	2
17	62587854	63443745	2	1	3
17	63444042	80117404	2	2	4
17	80119645	80520632	2	0	2
17	80521092	81049726	2	1	3
18	48133	2285821	1	1	2
18	2286962	3463965	5	1	6
18	3464043	4106357	3	1	4
18	4110103	9568315	1	1	2
18	9570320	15375162	3	1	4
18	15390947	37552745	2	1	3
18	37555213	63879972	2	2	4
18	63880093	75083953	2	1	3
18	75085736	78015057	2	0	2
19	90910	7905688	2	0	2
19	7906924	24583312	2	2	4
19	24596750	30826245	10	1	11
19	30826698	32154854	13	1	14
19	32154926	33316413	1	1	2
19	33319224	45548129	3	1	4
19	45548255	46696941	5	1	6
19	46700827	59097854	1	1	2
20	61305	62956153	2	2	4
21	10736871	16366389	5	1	6
21	16368253	46848439	4	1	5
21	46848499	48096957	5	1	6
22	16052528	51234455	1	1	2
