chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	121482979	1	1	2
1	144007049	200653327	2	2	4
1	200653450	214763778	2	1	3
1	214765027	249224388	2	2	4
2	12784	243089456	1	0	1
3	60345	153750075	1	1	2
3	153750362	162123366	1	0	1
3	162137600	197896118	1	1	2
4	12281	53029659	1	1	2
4	53029772	59505385	2	1	3
4	59508626	61909689	1	1	2
4	61911862	62369622	4	1	5
4	62380017	191027923	1	0	1
5	15532	896815	2	0	2
5	905701	3077546	2	1	3
5	3078985	4516134	2	2	4
5	4516604	6067006	2	1	3
5	6068903	6311100	2	2	4
5	6311896	7206557	2	1	3
5	7209065	7569409	2	2	4
5	7569871	9310170	2	1	3
5	9310216	10160892	2	2	4
5	10161876	11726045	2	1	3
5	11728020	12463111	3	2	5
5	12464425	16471405	2	1	3
5	16472535	21452438	2	2	4
5	21452496	21807795	2	0	2
5	21810054	41224540	2	1	3
5	41224610	51154602	1	1	2
5	51164115	95463826	1	0	1
5	95466553	99614840	1	1	2
5	99615492	180790320	1	0	1
6	149661	171051005	1	1	2
7	43259	33148456	1	1	2
7	33151181	33454835	1	0	1
7	33457501	159127004	1	1	2
8	31254	46847534	1	0	1
8	46863535	92688623	1	1	2
8	92689456	146298155	2	1	3
9	46587	22696612	1	1	2
9	22697535	23219125	1	0	1
9	23219435	141091394	1	1	2
10	72759	135506704	1	1	2
11	198572	67093860	1	0	1
11	67098791	134944770	1	1	2
12	150442	24575272	1	0	1
12	24575616	133778189	1	1	2
13	19026949	93897039	1	0	1
13	93900848	94102739	0	0	0
13	94103157	115108397	1	0	1
14	19002124	107285437	1	0	1
15	20016328	45628001	1	0	1
15	45635909	45734811	2	0	2
15	45737100	102469040	1	0	1
16	60777	70855479	1	0	1
16	70855633	71202489	2	0	2
16	71202797	72261782	1	0	1
16	72263598	72547290	0	0	0
16	72547381	90287535	1	0	1
17	526	14777947	1	0	1
17	14791485	14862092	4	3	7
17	14862478	81049726	1	1	2
18	48133	78015057	1	1	2
19	90910	14483345	1	0	1
19	14490109	22312161	3	1	4
19	22313873	59097854	1	1	2
20	61305	62956153	1	1	2
21	10736871	48096957	1	1	2
22	16052528	51234455	1	1	2
