chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	61735	249224388	1	1	2
2	12784	74214435	2	0	2
2	74215977	137074132	1	1	2
2	137075950	137140921	0	0	0
2	137143759	195275768	1	1	2
2	195276432	195377562	0	0	0
2	195379093	243089456	1	1	2
3	60345	18808960	1	1	2
3	18809041	18887665	0	0	0
3	18889485	197896118	1	1	2
4	12281	12623668	1	1	2
4	12624231	12744830	0	0	0
4	12745134	14817096	1	1	2
4	14817730	14949313	0	0	0
4	14951389	191027923	1	1	2
5	15532	60555922	1	1	2
5	60556268	60597428	0	0	0
5	60599051	180790320	1	1	2
6	149661	149020384	1	1	2
6	149021234	149093014	0	0	0
6	149096717	171051005	1	1	2
7	43259	159127004	1	1	2
8	31254	33138479	1	0	1
8	33139274	33181829	0	0	0
8	33185211	42667562	1	0	1
8	42675912	146298155	4	1	5
9	46587	141091394	1	1	2
10	72759	8263997	1	1	2
10	8264154	8419874	0	0	0
10	8420018	66816002	1	1	2
10	66817864	66886985	0	0	0
10	66887214	135506704	1	1	2
11	198572	134944770	1	1	2
12	150442	40500589	1	1	2
12	40501365	40577323	0	0	0
12	40577696	128524886	1	1	2
12	128525515	128609845	0	0	0
12	128611233	133778189	1	1	2
13	19026949	39516089	2	1	3
13	39516525	39585178	0	0	0
13	39586008	115108397	2	1	3
14	19002124	107285437	1	1	2
15	20016328	102469040	1	1	2
16	60777	64916840	1	1	2
16	64920410	65405696	1	0	1
16	65408804	90287535	1	1	2
17	526	81049726	1	1	2
18	48133	25408173	1	1	2
18	25408188	25452906	0	0	0
18	25459340	78015057	1	1	2
19	90910	59097854	1	1	2
20	61305	62956153	1	1	2
21	10736871	48096957	1	1	2
22	16052528	51234455	1	1	2
